dummy,dummy,dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ARG,FD,GDO,0.0127766666666667,0.0138166666666667,0.0148,0.0144666666666667,0.0138233333333333,0.01373,0.0143433333333333,0.0141166666666667,0.0143833333333333,0.0136366666666667,0.01338,0.0132933333333333
OCE,FD,GDO,0.092056,0.116988,0.158556,0.144384,0.145596,0.161064,0.102764,0.099016,0.093012,0.08398,0.08082,0.08082
AUT,FD,GDO,0.0264,0.0243,0.0181,0.0019,0.0014,0.0012,0.0014,0.0013,0.0029,0.003,0.0028,0.0028
BEL,FD,GDO,0.0051,0.0051,0.0061,0.0071,0.0051,0.0081,0.0081,0.0047,0.0047,0.0046,0.0042,0.0042
BRA,FD,GDO,0.1484,0.1817,0.2009,0.2463,0.2343,0.2222,0.2252,0.216,0.2119,0.2142,0.21,0.2074
BGR,FD,GDO,0.004,0.004,0.004,0.003,0.0051,0.0061,0.0051,0.0045,0.0039,0.0041,0.0034,0.0034
CAN,FD,GDO,0,0,0,0,0,0,0,0,0,0,0,0
CHA,FD,GDO,4.39,3.872,3.7004,3.5536,3.2476,3.1292,2.7784,2.4144,1.7492,1.4516,0.848,0.848
HRV,FD,GDO,0.0103,0.0103,0.0103,0.0092,0.0092,0.0092,0.0072,0.0067,0.0065,0.0066,0.0057,0.0057
CYP,FD,GDO,0,0,0.0031,0.002,0.002,0.0041,0.0031,0.005,0.0041,0.0044,0.0043,0.0043
CZE,FD,GDO,0.001,0.001,0.0021,0.001,0,0.001,0.0021,0.001,0.001,0.001,0.001,0.001
DNK,FD,GDO,0.0316,0.0214,0.0133,0.0122,0.0112,0.0114,0.0087,0.0077,0.01,0.0096,0.0099,0.0099
EGY,FD,GDO,0.05172,0.0275,0.02586,0.0306,0.03206,0.03394,0.0393,0.04006,0.03936,0.04048,0.03686,0.03686
EST,FD,GDO,0.0051,0,0.001,0.0051,0.0051,0.004,0.0051,0.0019,0.002,0.0039,0.0024,0.0024
FIN,FD,GDO,0.0225,0.0204,0.0235,0.0196,0.0196,0.0144,0.0113,0.0123,0.0113,0.0092,0.0144,0.0144
FRA,FD,GDO,0.0458,0.0529,0.0397,0.0346,0.0315,0.0448,0.0395,0.0424,0.0879,0.0817,0.0785,0.0785
DEU,FD,GDO,0.3104,0.2808,0.2469,0.2162,0.1745,0.1544,0.1536,0.1436,0.1354,0.1282,0.1261,0.1261
GRC,FD,GDO,0.0153,0.0092,0.0153,0.0173,0.0234,0.0153,0.0142,0.015,0.0145,0.0073,0.007,0.007
HUN,FD,GDO,0,0.006,0.002,0.003,0.003,0.004,0.0041,0.0041,0.0041,0.0051,0.0051,0.0051
NSI,FD,GDO,0.163,0.1349,0.1308,0.1342,0.1043,0.1071,0.1028,0.0903,0.0788,0.082,0.0866,0.0866
IND,FD,GDO,0.0021,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0
IDN,FD,GDO,0.4468,0.5864,0.7798,0.7364,0.665,0.8087,0.4344,0.3964,0.2946,0.2065,0.2065,0.2065
IRN,FD,GDO,0.05172,0.0275,0.02586,0.0306,0.03206,0.03394,0.0393,0.04006,0.03936,0.04048,0.03686,0.03686
IRL,FD,GDO,0.0247,0.0241,0.0233,0.0202,0.0196,0.016,0.0172,0.0159,0.0152,0.0149,0.0159,0.0159
ISR,FD,GDO,0.05172,0.0275,0.02586,0.0306,0.03206,0.03394,0.0393,0.04006,0.03936,0.04048,0.03686,0.03686
ITA,FD,GDO,0.056,0.0387,0.0295,0.0285,0.0326,0.0336,0.0265,0.0254,0.0234,0.0223,0.0269,0.0269
JPN,FD,GDO,1.277,1.4011,1.3472,1.2312,1.1193,0.9473,0.8893,0.7882,0.8327,0.6565,0.6817,0.6817
KOR,FD,GDO,0.021852,0.027796,0.038952,0.038628,0.036332,0.043188,0.022388,0.023172,0.019604,0.01656,0.01554,0.01554
LVA,FD,GDO,0.0041,0.002,0.003,0.0041,0.0041,0.003,0.003,0.0031,0.004,0.0021,0.0018,0.0018
LTU,FD,GDO,0.0031,0.0031,0.0031,0.0021,0.0031,0.0031,0.002,0.002,0.0026,0.0029,0.0033,0.0033
LUX,FD,GDO,7e-04,4e-04,5e-04,7e-04,0.001,9e-04,0.0013,0.0044,0.0051,0.0066,0.006,0.006
MLT,FD,GDO,0.0310515151515152,0.0258363636363636,0.0236757575757576,0.022230303030303,0.0202575757575758,0.0206484848484849,0.0211454545454545,0.0202878787878788,0.0201,0.0191818181818182,0.0190121212121212,0.0190121212121212
MEX,FD,GDO,0.1068,0.1048,0.1079,0.0885,0.0895,0.0865,0.0936,0.0946,0.0987,0.0674,0.0674,0.0674
MAR,FD,GDO,0,0,0,0.0155,0.0165,0.0166,0.0176,0.0186,0.0191,0.02,0.0176,0.0176
NLD,FD,GDO,0,0.0021,0.0093,0.001,0.0041,0.0101,0.0056,3e-04,2e-04,0.0021,0.0036,0.0036
NGA,FD,GDO,0.000663636363636364,0.000754545454545455,0.00263636363636364,0.00367272727272727,0.00348181818181818,0.00310909090909091,0.00282727272727273,0.00313636363636364,0.00311818181818182,0.00321818181818182,0.00313636363636364,0.00313636363636364
POL,FD,GDO,0.0693,0.0569,0.0703,0.0476,0.0362,0.0308,0.0339,0.0352,0.0324,0.0294,0.0225,0.0225
PRT,FD,GDO,0.0236,0.0236,0.0236,0.0216,0.0246,0.0298,0.0236,0.0193,0.0186,0.016,0.0106,0.0106
ROU,FD,GDO,0.0233,0.0162,0.0172,0.0253,0.0264,0.0264,0.0324,0.031,0.0288,0.0313,0.0327,0.0327
RUS,FD,GDO,0.1933,0.1628,0.173,0.2066,0.4843,0.4619,0.5922,0.5706,0.5328,0.5229,0.5229,0.5229
SAU,FD,GDO,0.05172,0.0275,0.02586,0.0306,0.03206,0.03394,0.0393,0.04006,0.03936,0.04048,0.03686,0.03686
SVK,FD,GDO,0,0.001,0.001,0,0.001,0,0,0.001,0.001,0.001,0,0
SVN,FD,GDO,0.0122,0.0102,0.0081,0.0092,0.0081,0.0081,0.0071,0.0055,0.0042,0.0041,0.0032,0.0032
ZAF,FD,GDO,0,0,0,0,0,0,0,0.0097,0.0097,0.0112,0.0112,0.0112
ESP,FD,GDO,0.2414,0.1643,0.1479,0.189,0.1777,0.2095,0.227,0.228,0.1931,0.189,0.1972,0.1972
SWE,FD,GDO,0.0318,0.0298,0.0255,0.0246,0.0216,0.0189,0.0181,0.016,0.016,0.0119,0.0115,0.0115
TUN,FD,GDO,0.05172,0.0275,0.02586,0.0306,0.03206,0.03394,0.0393,0.04006,0.03936,0.04048,0.03686,0.03686
TUR,FD,GDO,0.3118,0.1858,0.1627,0.149,0.1377,0.0061,0.0093,0.0207,0.0073,0.0134,0.012,0.012
GBR,FD,GDO,0.057,0.0448,0.0336,0.0275,0.0173,0.0132,0.0366,0.0322,0.0304,0.0307,0.0274,0.0274
USA,FD,GDO,2.5102,0.2757,0.2595,0.2788,0.3114,0.3439,0.3836,0.2383,0.1913,0.1882,0.2416,0.2416
RAS,FD,NGS,0,0,0,0,0,0,0.0185565217391304,0.0164521739130435,0.0174086956521739,0.0185565217391304,0.0193217391304348,0.0193217391304348
RWO,FD,NGS,0.693677777777778,0.575666666666667,0.674355555555556,0.721377777777778,0.7839,0.776133333333333,0.732,0.695544444444444,0.922233333333333,1.20027777777778,1.21048888888889,1.21048888888889
REU,FD,NGS,0.681671428571428,0.910342857142857,0.768442857142857,0.777528571428571,0.651871428571429,0.582071428571429,0.561614285714286,0.590471428571429,0.636828571428572,0.589328571428571,0.586642857142857,0.586642857142857
REP,FD,NGS,0.751728544061303,1.24482298850575,1.37925881226054,1.4437285440613,1.51303275862069,1.61351494252874,1.64496034482759,1.68381187739464,1.66104425287356,1.73827164750958,1.92134616858238,1.91263237547893
RAF,FD,NGS,1.470225,1.560025,1.28595,2.20220833333333,2.28224166666667,2.30085833333333,2.15743333333333,2.71425,1.665775,1.71740833333333,1.757375,1.757375
RLA,FD,NGS,2.02715172413793,2.15905172413793,2.17154482758621,2.55075172413793,2.67348620689655,2.86415862068966,2.93894827586207,3.00515172413793,2.99866206896552,3.04498620689655,2.96214137931034,2.75301034482759
ARG,FD,NGS,1.3175,1.4065,1.3084,1.3081,1.434,1.5698,1.6028,1.63,1.5555,1.4843,1.4488,1.1204
OCE,FD,NGS,0.966,0.9974,0.9404,1.0061,1.0685,1.1564,1.0841652173913,1.04332173913043,0.996086956521739,1.0497652173913,1.00761739130435,1.00761739130435
AUT,FD,NGS,0.2971,0.2946,0.3052,0.2925,0.2945,0.3179,0.2956,0.2897,0.2851,0.2887,0.3008,0.3008
BEL,FD,NGS,0.7556,0.7014,0.7502,0.7736,0.8128,0.8352,0.8391,0.8656,0.9226,0.9384,0.928,0.928
BRA,FD,NGS,0.662,0.6521,0.72,0.6877,0.7359,0.8335,0.8329,0.8498,0.8834,0.8728,0.8093,0.885
BGR,FD,NGS,0.1054,0.1114,0.1036,0.1097,0.0956,0.0937,0.0875,0.0891,0.0903,0.0841,0.0835,0.0835
CAN,FD,NGS,0.9348,0.9172,0.9837,0.9593,0.8696,0.832,1.5933,1.6587,1.6861,1.6932,1.6882,1.6882
CHA,FD,NGS,1.9656,2.8096,4.1904,5.0404,6.0044,7.7124,10.8308,14.8476,18.1172,23.026,22.5432,22.5432
HRV,FD,NGS,0.128,0.1195,0.1109,0.1014,0.1075,0.092,0.0958,0.0899,0.0917,0.0979,0.0903,0.0903
CYP,FD,NGS,0.410834375,0.414884375,0.419415625,0.426696875,0.426459375,0.421453125,0.435015625,0.442453125,0.447534375,0.44309375,0.437165625,0.437165625
CZE,FD,NGS,0.3,0.3015,0.2909,0.2984,0.3063,0.3036,0.3,0.3144,0.2921,0.2647,0.2857,0.2857
DNK,FD,NGS,0.2764,0.2724,0.2573,0.2624,0.2801,0.2678,0.2337,0.2796,0.2975,0.2773,0.2645,0.2645
EGY,FD,NGS,0.03415,0.0664,0.07455,0.0785166666666667,0.0832833333333333,0.0925666666666667,0.0943166666666667,0.0966,0.09205,0.0976666666666667,0.11025,0.11025
EST,FD,NGS,0.0262,0.026,0.0221,0.0254,0.0221,0.0222,0.0241,0.0234,0.0261,0.0247,0.0303,0.0303
FIN,FD,NGS,0.0188,0.021,0.0251,0.0212,0.0179,0.0179,0.0161,0.0166,0.0162,0.0164,0.0166,0.0166
FRA,FD,NGS,2.2776,2.4963,2.3019,2.4598,2.4135,2.449,2.5594,2.4172,2.4113,2.2696,2.2636,2.2636
DEU,FD,NGS,2.5165,2.5834,2.6204,2.6713,2.6554,2.6422,2.7832,2.8192,2.7151,2.7025,2.7382,2.7382
GRC,FD,NGS,0.0817,0.0695,0.0765,0.0626,0.0672,0.0651,0.0641,0.0603,0.0501,0.0459,0.0481,0.0481
HUN,FD,NGS,0.2358,0.2372,0.2096,0.2662,0.2825,0.2916,0.2755,0.2954,0.336,0.3132,0.3257,0.3257
NSI,FD,NGS,0.2432,0.2158,0.2181,0.2392,0.2627,0.2523,0.2349,0.2626,0.2458,0.2729,0.2772,0.2772
IND,FD,NGS,0.178995506953824,0.188901171316344,0.198424227026392,0.21052194704599,0.219774482435841,0.224717226109368,0.249392013604013,0.267131582514834,0.27847373561743,0.292803747665338,0.297691453367858,0.295794095192107
IDN,FD,NGS,0,0,0,0,0,0,0.000421739130434783,0.000373913043478261,0.000395652173913043,0.000421739130434783,0.000439130434782609,0.000439130434782609
IRN,FD,NGS,0.03415,0.0664,0.07455,0.0785166666666667,0.0832833333333333,0.0925666666666667,0.0943166666666667,0.0966,0.09205,0.0976666666666667,0.11025,0.11025
IRL,FD,NGS,0.1521,0.1714,0.2146,0.1965,0.2111,0.2212,0.2366,0.2557,0.2744,0.2769,0.2817,0.2817
ISR,FD,NGS,0.03415,0.0664,0.07455,0.0785166666666667,0.0832833333333333,0.0925666666666667,0.0943166666666667,0.0966,0.09205,0.0976666666666667,0.11025,0.11025
ITA,FD,NGS,1.2789,1.2254,1.1775,1.1739,1.1491,1.1,1.1139,1.174,1.1303,1.1262,1.053,1.053
JPN,FD,NGS,1.5475,1.6229,1.6728,1.6248,1.6149,1.624,1.7528,1.7496,1.8826,1.8309,1.7465,1.7465
KOR,FD,NGS,0,0,0,0,0,0,0.000421739130434783,0.000373913043478261,0.000395652173913043,0.000421739130434783,0.000439130434782609,0.000439130434782609
LVA,FD,NGS,0.0425,0.0418,0.041,0.0402,0.0388,0.0367,0.0334,0.0295,0.0314,0.0299,0.0313,0.0313
LTU,FD,NGS,0.0957,0.1026,0.1056,0.1,0.0857,0.0807,0.084,0.083,0.0911,0.0815,0.0845,0.0845
LUX,FD,NGS,0.0038,0.0061,0.005,0.0052,0.0075,0.0061,0.007,0.0059,0.0038,0.0039,0.0038,0.0038
MLT,FD,NGS,0.410834375,0.414884375,0.419415625,0.426696875,0.426459375,0.421453125,0.435015625,0.442453125,0.447534375,0.44309375,0.437165625,0.437165625
MEX,FD,NGS,0.1798,0.202,0.2378,0.3872,0.355,0.3531,0.3923,0.424,0.4628,0.5224,0.5224,0.5224
MAR,FD,NGS,0,0,0,0,0,0,0,0,0,0.0038,0.0054,0.0054
NLD,FD,NGS,1.1878,1.2947,1.238,1.2131,1.2912,1.2123,1.2402,1.2467,1.2736,1.3097,1.2974,1.2974
NGA,FD,NGS,0.0289625,0.0295125,0.023925,0.0423875,0.0437875,0.0432625,0.0406,0.052475,0.0317875,0.0325375,0.0328375,0.0328375
POL,FD,NGS,0.5154,0.5296,0.5672,0.585,0.5994,0.6207,0.6611,0.7154,0.8674,0.8476,0.8178,0.8178
PRT,FD,NGS,0.0985,0.1213,0.1276,0.1262,0.1246,0.147,0.1516,0.1574,0.1519,0.1613,0.1656,0.1656
ROU,FD,NGS,0.3119,0.3275,0.3123,0.2688,0.2877,0.2894,0.2942,0.2965,0.2828,0.3066,0.3022,0.3022
RUS,FD,NGS,1.3587,1.5886,1.6881,1.6148,1.6654,1.5058,1.4669,1.3073,1.5027,1.3143,1.3143,1.3143
SAU,FD,NGS,0.03415,0.0664,0.07455,0.0785166666666667,0.0832833333333333,0.0925666666666667,0.0943166666666667,0.0966,0.09205,0.0976666666666667,0.11025,0.11025
SVK,FD,NGS,0.0771,0.0795,0.0837,0.0795,0.0716,0.0716,0.0758,0.0808,0.0844,0.0848,0.087,0.087
SVN,FD,NGS,0.0303,0.0264,0.0237,0.0241,0.0331,0.0262,0.0263,0.027,0.0379,0.0298,0.0308,0.0308
ZAF,FD,NGS,0.0462,0.0484,0.0602,0.0766,0.0878,0.089,0.0868,0.1053,0.1088,0.1059,0.1059,0.1059
ESP,FD,NGS,0.6274,0.411,0.7456,0.7894,0.765,0.79,0.8629,0.9409,0.9379,0.9528,0.8916,0.8916
SWE,FD,NGS,0.0914,0.0944,0.1004,0.0858,0.0798,0.0747,0.0823,0.0739,0.0702,0.069,0.0691,0.0691
TUN,FD,NGS,0.0576,0.0653,0.0705,0.07,0.0707,0.071,0.0768,0.0802,0.0778,0.087,0.0891,0.0891
TUR,FD,NGS,0.5327,0.6952,0.6425,0.6623,0.685,0.8083,1.0217,1.0176,1.104,1.1411,1.212,1.212
GBR,FD,NGS,1.6148,1.6104,1.6054,1.6221,1.5467,1.4117,1.4771,1.5114,1.5499,1.5756,1.4982,1.4982
USA,FD,NGS,14.8209,14.7754,15.6145,15.9732,16.8691,16.0426,17.6103,17.0839,16.9198,15.4129,17.2619,17.2619
RAS,FD,BMSWAS,1.94422608695652,1.98,2.01634782608696,2.07718260869565,2.13801739130435,2.17761739130435,2.19942608695652,2.23233043478261,2.26580869565217,2.28168695652174,1.71121739130435,1.71121739130435
RWO,FD,BMSWAS,0.0246666666666667,0.0229166666666667,0.0312,0.0293666666666667,0.0393,0.0672,0.0850833333333333,0.07425,0.0591833333333333,0.235666666666667,0.247466666666667,0.247466666666667
REU,FD,BMSWAS,0.05648,0.0725333333333333,0.055,0.0983266666666667,0.07746,0.0661333333333333,0.08372,0.0917866666666667,0.1234,0.142293333333333,0.158746666666667,0.158746666666667
REP,FD,BMSWAS,0.483366666666667,0.503616666666667,0.532533333333333,0.539066666666667,0.5215,0.496133333333333,0.419883333333333,0.35715,0.290183333333333,0.233533333333333,0.183433333333333,0.183433333333333
RAF,FD,BMSWAS,0.786733333333334,0.968699999999999,1.00481111111111,1.00481111111111,0.906677777777778,1.07344444444444,1.32354444444444,1.70185555555556,1.71204444444444,1.92204444444444,1.95618888888889,1.95618888888889
RLA,FD,BMSWAS,17.9637766666667,17.63077,18.35093,19.9594666666667,18.95191,18.36803,19.7742166666667,20.3553833333333,16.0705733333333,16.5742933333333,20.3823533333333,18.3996766666667
ARG,FD,BMSWAS,0.730403333333333,0.72099,0.75331,0.780333333333333,0.72827,0.70361,0.766783333333333,0.787216666666667,0.623046666666667,0.631486666666667,0.796406666666667,0.710203333333333
OCE,FD,BMSWAS,2.02566086956522,1.9225,1.94437826086957,2.28902608695652,2.09407391304348,2.33897391304348,2.27516086956522,2.47930434782609,2.23558695652174,2.08166956521739,1.90787391304348,1.90787391304348
AUT,FD,BMSWAS,0.015,0.0162,0.0206,0.0121,0.0119,0.0134,0.0131,0.0099,0.0116,0.0095,0.0095,0.0095
BEL,FD,BMSWAS,0.0526,0.0539,0.0618,0.0682,0.0724,0.0756,0.0719,0.0784,0.0782,0.081,0.076,0.076
BRA,FD,BMSWAS,19.527,19.1847,20.1749,19.4967,18.3814,17.6672,19.6837,19.3974,15.4492,15.4303,20.4145,17.8284
BGR,FD,BMSWAS,0.007,0.0053,0.013,0.0134,0.0201,0.0277,0.0244,0.0094,0.0283,0.0163,0.0371,0.0371
CAN,FD,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
CHA,FD,BMSWAS,0.922306685811083,0.923123799628943,0.941429958000592,0.988566550832191,0.929444630367562,0.924739027399102,0.973098710548251,1.01128861025517,0.895170626872093,0.869746501250303,0.998792509155441,0.922792835686053
HRV,FD,BMSWAS,1e-04,1e-04,3e-04,0.0011,0.0023,0.0029,0.0023,0.0041,0.0058,0.0065,0.0073,0.0073
CYP,FD,BMSWAS,7e-04,0.0016,0.0017,0.0016,0.0027,0.0018,0.0025,0.0028,0.0032,0.0039,0.0032,0.0032
CZE,FD,BMSWAS,0.0026,0.0031,0.0034,0.0036,0.0053,0.0133,0.0113,0.0064,0.0057,0.0049,0.0039,0.0039
DNK,FD,BMSWAS,0.0081,0.0067,0.0049,0.0065,0.0068,0.0071,0.0147,0.0037,0.0092,0.0212,0.0147,0.0147
EGY,FD,BMSWAS,0.00113333333333333,0.00123333333333333,0.00123333333333333,0.00123333333333333,0.0013,0.00133333333333333,0.00136666666666667,0.0014,0.00146666666666667,0.0015,0.0014,0.0014
EST,FD,BMSWAS,4e-04,4e-04,4e-04,5e-04,6e-04,7e-04,2e-04,4e-04,5e-04,7e-04,0.0019,0.0019
FIN,FD,BMSWAS,0.0058,0.0066,0.0062,0.0059,0.0075,0.0039,0.0048,0.0082,0.0094,0.0112,0.0112,0.0112
FRA,FD,BMSWAS,0.0779,0.0666,0.1647,0.1334,0.1071,0.1661,0.1822,0.166,0.1943,0.1879,0.2117,0.2117
DEU,FD,BMSWAS,0.057,0.0547,0.0749,0.0574,0.1238,0.0563,0.0565,0.0595,0.0609,0.0719,0.0715,0.0715
GRC,FD,BMSWAS,0.2176,0.2198,0.163,0.0886,0.1098,0.147,0.1036,0.1128,0.1137,0.1057,0.1258,0.1258
HUN,FD,BMSWAS,0.0339,0.0327,0.038,0.0516,0.0636,0.0565,0.0568,0.0664,0.0695,0.084,0.0848,0.0848
NSI,FD,BMSWAS,0.0265,0.0248,0.0136,0.0148,0.0102,0.0071,0.0056,0.0059,0.0087,0.0111,0.0133,0.0133
IND,FD,BMSWAS,10.4813,10.8932,10.1827,11.1386,10.5379,11.0089,10.1214,10.5106,11.6496,8.9082,8.9082,8.9082
IDN,FD,BMSWAS,0.0441869565217391,0.045,0.0458260869565217,0.0472086956521739,0.0485913043478261,0.0494913043478261,0.0499869565217391,0.0507347826086957,0.051495652173913,0.0518565217391304,0.0388913043478261,0.0388913043478261
IRN,FD,BMSWAS,0.00113333333333333,0.00123333333333333,0.00123333333333333,0.00123333333333333,0.0013,0.00133333333333333,0.00136666666666667,0.0014,0.00146666666666667,0.0015,0.0014,0.0014
IRL,FD,BMSWAS,0.0404,0.0337,0.0183,0.016,0.0356,0.0308,0.0233,0.0248,0.028,0.0272,0.0389,0.0389
ISR,FD,BMSWAS,0.00113333333333333,0.00123333333333333,0.00123333333333333,0.00123333333333333,0.0013,0.00133333333333333,0.00136666666666667,0.0014,0.00146666666666667,0.0015,0.0014,0.0014
ITA,FD,BMSWAS,0.01,0.0092,0.0216,0.0297,0.03,0.0487,0.0496,0.0448,0.0482,0.046,0.0334,0.0334
JPN,FD,BMSWAS,0.0768,0.079,0.0815,0.0901,0.0246,0.0253,0.025,0.0246,0.0494,0.056,0.056,0.056
KOR,FD,BMSWAS,0.0441869565217391,0.045,0.0458260869565217,0.0472086956521739,0.0485913043478261,0.0494913043478261,0.0499869565217391,0.0507347826086957,0.051495652173913,0.0518565217391304,0.0388913043478261,0.0388913043478261
LVA,FD,BMSWAS,0.0072,0.008,0.0122,0.0102,0.0108,0.0057,0.0086,0.0089,0.0107,0.0108,0.0132,0.0132
LTU,FD,BMSWAS,0.0024,0.0023,0.0016,0.0051,0.0141,0.0172,0.0166,0.0167,0.0131,0.0112,0.0155,0.0155
LUX,FD,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
MLT,FD,BMSWAS,0.0300636363636364,0.0291393939393939,0.0289333333333333,0.0271151515151515,0.0299363636363636,0.0309848484848485,0.0377818181818182,0.038869696969697,0.0431606060606061,0.0428969696969697,0.0455939393939394,0.0455939393939394
MEX,FD,BMSWAS,0.7535,0.9103,0.8856,1.3806,0.7643,0.7866,0.7921,1.6412,1.2377,1.2926,1.2926,1.2926
MAR,FD,BMSWAS,0.0034,0.0037,0.0037,0.0037,0.0039,0.004,0.0041,0.0042,0.0044,0.0045,0.0042,0.0042
NLD,FD,BMSWAS,0.0173,0.0155,0.0141,0.0188,0.0179,0.0142,0.0132,0.0121,0.0603,0.053,0.0485,0.0485
NGA,FD,BMSWAS,0.0156666666666667,0.0193,0.0200222222222222,0.0200222222222222,0.0180555555555556,0.0213888888888889,0.0263888888888889,0.0353111111111111,0.0355888888888889,0.0397888888888889,0.0404777777777778,0.0404777777777778
POL,FD,BMSWAS,0.0129,0.0162,0.0152,0.0207,0.0262,0.0353,0.0428,0.0357,0.0387,0.0317,0.0299,0.0299
PRT,FD,BMSWAS,0.1072,0.107,0.0106,0.0237,0.0242,0.0244,0.0286,0.0288,0.0304,0.03,0.0321,0.0321
ROU,FD,BMSWAS,0.0397,0.031,0.0412,0.0417,0.0426,0.0381,0.0259,0.0409,0.0345,0.0365,0.0316,0.0316
RUS,FD,BMSWAS,0.0215,0.0171,0.0212,0.0229,0.035,0.0672,0.085,0.077,0.056,0.2673,0.2673,0.2673
SAU,FD,BMSWAS,0.00113333333333333,0.00123333333333333,0.00123333333333333,0.00123333333333333,0.0013,0.00133333333333333,0.00136666666666667,0.0014,0.00146666666666667,0.0015,0.0014,0.0014
SVK,FD,BMSWAS,0,0,0,0,0,1e-04,1e-04,0.0017,0.002,0.0067,0.0066,0.0066
SVN,FD,BMSWAS,0,4e-04,5e-04,0.0012,0.0014,0.0015,0.0011,0.0011,0.0011,0.0016,0.0013,0.0013
ZAF,FD,BMSWAS,0,0,0,0,0,0,0,0.0679,0.0718,0.0719,0.0719,0.0719
ESP,FD,BMSWAS,0.2563,0.2546,0.2496,0.2648,0.2512,0.2025,0.454,0.4582,0.4626,0.4634,0.4678,0.4678
SWE,FD,BMSWAS,0.02,0.016,0.017,0.019,0,0.018,0.0229,0.0269,0.0268,0.0325,0.0655,0.0655
TUN,FD,BMSWAS,0.00113333333333333,0.00123333333333333,0.00123333333333333,0.00123333333333333,0.0013,0.00133333333333333,0.00136666666666667,0.0014,0.00146666666666667,0.0015,0.0014,0.0014
TUR,FD,BMSWAS,0,0,0,0,0,0,0,0,0.169,0.047,0.047,0.047
GBR,FD,BMSWAS,0,0,0,0,0,0.0137,0.0158,0.0541,0.0776,0.0603,0.0617,0.0617
USA,FD,BMSWAS,0.4541,0.5003,0.5093,0.5822,0.5744,0.6023,0.5398,0.668,1.1402,1.4709,1.0819,1.0819
RAS,FD,ELC,0.535516666666667,0.55715,0.578416666666666,0.596016666666667,0.61765,0.649,0.6952,0.737,0.795116666666667,0.812533333333333,0.736816666666667,0.736816666666667
RWO,FD,ELC,0.40445,0.30333,0.39049,0.3843,0.36423,0.38679,0.38675,0.39379,0.46666,0.48344,0.48261,0.48261
REU,FD,ELC,0.708093333333333,0.763893333333333,0.7931,0.78994,0.796466666666667,0.77228,0.795026666666667,0.7961,0.829853333333333,0.829726666666667,0.83742,0.83742
REP,FD,ELC,0.901920967741935,0.919533225806452,0.968156129032258,1.12728064516129,1.1930735483871,1.22909806451613,1.27134516129032,1.31561258064516,1.3556035483871,1.38295129032258,1.37849225806452,1.37475677419355
RAF,FD,ELC,0.614717647058824,0.661317647058823,0.723808823529411,0.808282352941176,0.850138235294118,0.87855,0.859597058823529,0.858523529411765,0.887544117647059,0.967020588235294,1.01605,1.01605
RLA,FD,ELC,2.47996129032258,2.52567096774193,2.57455483870968,2.71207419354839,2.77055806451613,3.53777741935484,3.60919354838709,3.66389677419355,3.50955806451613,3.61864838709678,3.82720967741936,3.74502903225806
ARG,FD,ELC,0,0,0,0,0,1.1447,1.0955,1.0727,1.0808,1.0623,1.0784,0.9979
OCE,FD,ELC,0.6902125,0.8044875,0.7820375,0.8040375,0.8070125,0.84055,0.8487,0.83205,0.8317125,0.8147,0.8153375,0.8153375
AUT,FD,ELC,0.178,0.1811,0.1832,0.1657,0.16,0.1638,0.1706,0.1728,0.1729,0.1799,0.1758,0.1758
BEL,FD,ELC,0.4223,0.46,0.4593,0.4622,0.4765,0.4748,0.4892,0.4998,0.5246,0.5312,0.4804,0.4804
BRA,FD,ELC,2.3189,2.3421,2.4232,2.3564,2.325,2.243,2.3145,2.3636,2.2277,2.2537,2.5151,2.4798
BGR,FD,ELC,0.0944,0.0964,0.0943,0.098,0.1009,0.1034,0.1047,0.1079,0.1143,0.1158,0.1084,0.1084
CAN,FD,ELC,0.4911,0.4617,0.5481,0.5387,0.5717,0.5303,0.5016,0.5311,0.5033,0.5068,0.5137,0.5137
CHA,FD,ELC,13.541,14.906,16.4106,17.6442,18.1412,18.8448,19.6478,20.433,21.7284,22.8044,24.1392,24.1392
HRV,FD,ELC,0.0564,0.0567,0.0566,0.0581,0.0601,0.0611,0.0613,0.0598,0.0584,0.0589,0.057,0.057
CYP,FD,ELC,0.0169,0.0159,0.0158,0.0146,0.0138,0.0139,0.0146,0.0152,0.0157,0.0158,0.0155,0.0155
CZE,FD,ELC,0.137,0.1398,0.1393,0.1262,0.1275,0.1363,0.1367,0.1444,0.152,0.1581,0.1581,0.1581
DNK,FD,ELC,0.1991,0.2055,0.2021,0.1955,0.2003,0.2048,0.1998,0.2029,0.2104,0.203,0.2098,0.2098
EGY,FD,ELC,0.0547333333333333,0.0565333333333333,0.0596833333333333,0.0764333333333333,0.0836833333333333,0.0825833333333333,0.0855833333333333,0.0877666666666667,0.0922166666666667,0.0929833333333333,0.0914833333333333,0.0914833333333333
EST,FD,ELC,0.0239,0.0228,0.0276,0.0248,0.0273,0.0276,0.0275,0.0266,0.0249,0.0256,0.0266,0.0266
FIN,FD,ELC,0.1416,0.1405,0.1352,0.1433,0.1526,0.1447,0.1466,0.1662,0.1761,0.1682,0.1742,0.1742
FRA,FD,ELC,1.7288,1.8571,1.9435,1.9356,1.9277,1.9285,1.9615,1.9012,2.0005,1.9819,1.901,1.901
