dummy,dummy,dummy,2010,2011,2012,2013,2014,2015,2016,2017
LUX,HOU,HCL,6e-04,5e-04,4e-04,6e-04,5e-04,6e-04,6e-04,4e-04
MLT,HOU,HCL,0.375684375,0.327753125,0.335259375,0.32470625,0.290025,0.286625,0.2957875,0.292840625
MEX,HOU,HCL,0,0,0,0,0,0,0,0
MAR,HOU,HCL,0,0,0,0,0,0,0,0
NLD,HOU,HCL,0.0019,0.0019,0.0019,0.001,6e-04,5e-04,0.0011,0.0011
NGA,HOU,HCL,0,0,0,0,0,0,0,0
POL,HOU,HCL,7.8864,6.8049,7.1864,6.9196,6.3394,6.2113,6.5857,6.554
PRT,HOU,HCL,0,0,0,0,0,0,0,0
ROU,HOU,HCL,0.01,0.0193,0.0278,0.0253,0.0698,0.0801,0.0564,0.0343
RUS,HOU,HCL,1.5483,1.553,1.5609,1.0016,1.4555,2.0832,1.8722,1.5472
SAU,HOU,HCL,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172
SVK,HOU,HCL,0.0527,0.0478,0.0446,0.0265,0.0196,0.0179,0.0296,0.0346
SVN,HOU,HCL,0.0013,9e-04,5e-04,5e-04,5e-04,0,0,1e-04
ZAF,HOU,HCL,1.9505,2.3174,3.8211,4.0177,4.1293,3.6115,3.1963,3.4916
ESP,HOU,HCL,0.173,0.1219,0.1095,0.0948,0.0918,0.0886,0.0791,0.0793
SWE,HOU,HCL,0,0,0,0,0,0,0,0
TUN,HOU,HCL,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172
TUR,HOU,HCL,3.3859,3.0333,3.0641,2.1701,1.8486,1.9683,2.0529,1.9613
GBR,HOU,HCL,0.6645,0.6378,0.606,0.61,0.5168,0.5083,0.496,0.4877
USA,HOU,HCL,0,0,0,0,0,0,0,0
RAS,HOU,GDO,3.80938333333333,3.85922142857143,3.7647880952381,3.80807380952381,3.75616428571429,4.01424523809524,4.23865952380952,5.00135952380952
RWO,HOU,GDO,1.72702,2.18022,2.58054,2.74544,3.14948,4.01958,3.92769,4.30492
REU,HOU,GDO,0.728433333333333,0.682926666666667,0.658053333333333,0.621293333333333,0.529753333333333,0.491486666666667,0.589513333333333,0.498106666666667
REP,HOU,GDO,11.66502,11.68042,12.45384,12.34704,11.25548,9.96148,9.95359,10.66552
RAF,HOU,GDO,3.3968,3.3361,3.5571,3.6712,3.6879,3.6477,3.6811,3.6984
RLA,HOU,GDO,5.2236,5.2579,5.174,5.4283,5.4861,5.5593,5.7865,5.7196
ARG,HOU,GDO,1.6975,1.3504,1.4187,1.445,1.3781,1.363,1.3806,1.2959
OCE,HOU,GDO,0.675716666666667,0.701764285714286,0.706097619047619,0.725354761904762,0.719892857142857,0.720969047619048,0.768311904761905,0.755711904761905
AUT,HOU,GDO,1.3347,1.148,1.0457,1.1245,0.98,1.021,1.0151,1.0277
BEL,HOU,GDO,3.11,2.6155,2.5945,2.8324,2.3113,2.7155,2.4872,2.4883
BRA,HOU,GDO,6.2968,6.3644,6.3922,6.5254,6.5377,6.5433,6.5755,6.6081
BGR,HOU,GDO,0.0229,0.0274,0.0252,0.0242,0.0241,0.0341,0.0275,0.0249
CAN,HOU,GDO,2.7236,2.6816,2.3861,2.0687,1.9602,1.8994,1.8398,1.7003
CHA,HOU,GDO,30.1594666666667,32.1594666666667,33.1074666666667,36.6264,41.8897333333333,47.9554666666667,52.8562666666667,56.584
HRV,HOU,GDO,0.234,0.2076,0.1733,0.1539,0.1268,0.1443,0.1425,0.1384
CYP,HOU,GDO,0.1249,0.1417,0.1374,0.1131,0.1027,0.1197,0.1208,0.1182
CZE,HOU,GDO,0.0241,0.0314,0.0439,0.0387,0.045,0.045,0.045,0.045
DNK,HOU,GDO,0.4526,0.378,0.3167,0.2985,0.213,0.2195,0.2129,0.1982
EGY,HOU,GDO,5.0183,4.951,4.7685,4.6746,4.661,4.7911,4.7954,4.6243
EST,HOU,GDO,0.0083,0.0094,0.0083,0.0073,0.0084,0.0095,0.0106,0.0096
FIN,HOU,GDO,0.5549,0.4169,0.4372,0.3805,0.3681,0.3276,0.3376,0.3122
FRA,HOU,GDO,7.6687,6.2682,6.6195,6.6623,5.5213,5.5409,5.195,5.1649
DEU,HOU,GDO,14.2339,12.2626,12.9245,14.1048,12.2425,11.6211,11.4266,11.247
GRC,HOU,GDO,1.9664,2.5825,1.9142,0.9884,1.0514,1.4639,1.2664,1.2461
HUN,HOU,GDO,0.1347,0.1044,0.0786,0.0852,0.0739,0.0739,0.0595,0.0749
NSI,HOU,GDO,2.87,2.2136,2.3776,2.5014,1.8922,1.9788,2.0296,1.8835
IND,HOU,GDO,23.0973,23.4364,23.0156,23.6134,25.3563,26.366,26.7625,26.7925
IDN,HOU,GDO,6.0975,6.1261,6.456,6.9918,7.308,7.4678,7.6324,8.2371
IRN,HOU,GDO,6.3737,5.9628,5.5062,5.4508,4.8977,4.6806,4.9023,4.6802
IRL,HOU,GDO,1.6029,1.3706,1.1989,1.1082,0.9578,1.0631,1.1233,1.1063
ISR,HOU,GDO,0.9507,0.9954,0.9823,0,0,0.1331,0.1342,0.1527
ITA,HOU,GDO,3.3254,3.0793,2.809,2.709,2.243,2.3746,2.2895,2.0875
JPN,HOU,GDO,14.6152,14.0163,14.0731,13.5281,12.7098,12.1252,12.0604,12.9298
KOR,HOU,GDO,0.211416666666667,0.213164285714286,0.218297619047619,0.230554761904762,0.236192857142857,0.245069047619048,0.253311904761905,0.282411904761905
LVA,HOU,GDO,0.0493,0.0482,0.0493,0.0493,0.0526,0.0471,0.0513,0.0569
LTU,HOU,GDO,0.0471,0.0526,0.0589,0.0491,0.0468,0.0409,0.0482,0.0552
LUX,HOU,GDO,0.1935,0.1726,0.1918,0.1805,0.1536,0.1761,0.176,0.1569
MLT,HOU,GDO,0.0143,0.0132,0.0143,0.0164,0.0153,0.0175,0.0143,0.0164
MEX,HOU,GDO,6.5851,6.5149,6.5895,6.0763,6.0933,6.0189,5.8133,5.7558
MAR,HOU,GDO,1.8897,1.9872,2.1277,2.1815,2.2888,2.3436,2.4555,2.521
NLD,HOU,GDO,0.0468,0.0393,0.0415,0.0436,0.0371,0.0372,0.0372,0.0363
NGA,HOU,GDO,0.5827,0.785,0.5226,0.5291,0.5259,0.5406,0.5824,0.6067
POL,HOU,GDO,0.7019,0.6631,0.6393,0.5991,0.5833,0.5869,0.5883,0.5993
PRT,HOU,GDO,0.6812,0.5882,0.5326,0.5153,0.4684,0.4335,0.4301,0.4286
ROU,HOU,GDO,0.2362,0.2335,0.1992,0.2046,0.2203,0.2557,0.251,0.2817
RUS,HOU,GDO,4.7185,5.768,6.2907,7.0561,8.2068,8.1617,7.6631,10.4267
SAU,HOU,GDO,1.6221,1.8925,1.7006,1.5686,1.518,1.6861,1.7745,1.783
SVK,HOU,GDO,0.0132,0.0066,0.011,0.0088,0.0044,0.0044,0.0088,0.0088
SVN,HOU,GDO,0.308,0.2522,0.2204,0.1823,0.1483,0.1541,0.1438,0.134
ZAF,HOU,GDO,0.6222,0.7153,0.6505,0.569,0.4837,0.5779,0.6193,0.5849
ESP,HOU,GDO,3.4101,2.942,2.7881,2.7973,2.7254,3.0332,2.7905,2.6744
SWE,HOU,GDO,0.1909,0.1454,0.1398,0.1295,0.1104,0.1084,0.0823,0.0824
TUN,HOU,GDO,0.4685,0.4573,0.4668,0.5076,0.5108,0.5429,0.5474,0.5857
TUR,HOU,GDO,1.4813,1.3017,0.9023,1.0358,0.9652,0.3391,0.2504,0.245
GBR,HOU,GDO,3.1919,2.485,2.5197,2.6473,2.335,2.3446,2.3677,2.2968
USA,HOU,GDO,21.5132,17.1479,14.2415,16.3023,15.2762,15.6369,14.1458,14.3781
RAS,HOU,NGS,11.4748821428571,12.71255,13.8403142857143,13.0423607142857,13.7996214285714,14.1840714285714,15.763725,16.0245285714286
RWO,HOU,NGS,34.3132777777778,34.5400777777778,28.6981,27.2975777777778,28.4006222222222,27.5688,29.7338111111111,32.5836444444444
REU,HOU,NGS,16.8184428571429,17.1647428571429,16.9780142857143,16.7711,14.8567,12.4301714285714,12.8375857142857,12.7644571428571
REP,HOU,NGS,57.1866388888889,61.3865638888889,58.3504125,64.0598638888889,66.2293361111111,69.0320625,73.7404305555555,73.0433347222222
RAF,HOU,NGS,9.98843333333332,10.86665,10.284125,11.42935,11.71695,12.163725,13.04355,12.6429916666667
RLA,HOU,NGS,7.74508571428571,8.04824,8.34538,8.71181428571429,8.66948857142857,8.83045714285714,9.19107142857143,8.75784857142857
ARG,HOU,NGS,8.2251,8.6575,9.1038,9.5477,9.2205,9.3612,9.8981,8.8635
OCE,HOU,NGS,3.86513214285714,4.01345,4.15881428571429,4.35171071428571,4.48522142857143,4.58987142857143,4.674775,4.55932857142857
AUT,HOU,NGS,1.5637,1.3896,1.4144,1.429,1.2515,1.3576,1.5004,1.4688
BEL,HOU,NGS,3.9676,3.1323,3.5139,3.8102,2.9384,3.1813,3.349,3.2719
BRA,HOU,NGS,0.2552,0.2798,0.2955,0.3212,0.3099,0.3116,0.3565,0.379
BGR,HOU,NGS,0.0493,0.056,0.0535,0.0449,0.0452,0.0518,0.0589,0.0681
CAN,HOU,NGS,13.2866,14.6675,13.5909,14.6909,15.6701,14.8839,13.9217,14.9465
CHA,HOU,NGS,38.6244,44.9002,48.8922,54.679,57.9714,60.8334,64.1856,70.9598
HRV,HOU,NGS,0.5953,0.5443,0.5118,0.4883,0.4332,0.4462,0.466,0.4791
CYP,HOU,NGS,3.825278125,3.268575,3.48546875,3.5334375,2.8910375,3.124365625,3.291653125,3.256465625
CZE,HOU,NGS,2.3818,2.0031,2.0227,2.0354,1.6434,1.7916,1.9945,2.0044
DNK,HOU,NGS,0.751,0.6499,0.6501,0.6448,0.574,0.596,0.5668,0.6226
EGY,HOU,NGS,0.8514,1.0143,1.1442,1.3036,1.4871,1.5412,1.7095,1.9356
EST,HOU,NGS,0.0549,0.0517,0.0553,0.0523,0.0522,0.0493,0.0579,0.0553
FIN,HOU,NGS,0.046,0.0309,0.0333,0.0294,0.0287,0.0254,0.0262,0.0262
FRA,HOU,NGS,13.9384,12.7096,14.0499,14.5037,10.8481,11.6707,12.6286,12.2676
DEU,HOU,NGS,23.8981,19.7618,21.6176,22.51,18.299,19.7376,22.0857,21.5904
GRC,HOU,NGS,0.2544,0.3482,0.3103,0.2323,0.2317,0.3558,0.3289,0.361
HUN,HOU,NGS,3.2603,2.9583,2.7252,2.5131,2.3261,2.6338,2.8154,2.9784
NSI,HOU,NGS,1.1277,0.9551,1.1103,1.2115,1.0137,1.1036,1.168,1.1561
IND,HOU,NGS,0.7355,0.7587,0.7819,0.7373,0.6859,0.6927,0.9396,1.0984
IDN,HOU,NGS,0.0186,0.0157,0.0184,0.0168,0.0157,0.016,0.0189,0.0244
IRN,HOU,NGS,34.5739,37.2708,33.9512,37.8096,38.3773,39.4016,42.5868,40.1333
IRL,HOU,NGS,0.7082,0.568,0.5994,0.6055,0.5348,0.5545,0.5613,0.5542
ISR,HOU,NGS,0,0,0,0,0,0,0,0
ITA,HOU,NGS,18.6976,17.9897,18.1165,18.0731,15.1508,16.9856,17.0975,17.2607
JPN,HOU,NGS,9.1493,9.1424,9.1382,8.8817,8.8969,8.5441,8.7139,9.1311
KOR,HOU,NGS,0.255410714285714,0.28285,0.307971428571429,0.290203571428571,0.307007142857143,0.315557142857143,0.350725,0.356642857142857
LVA,HOU,NGS,0.1244,0.1068,0.1068,0.1017,0.1013,0.0981,0.1075,0.1113
LTU,HOU,NGS,0.1584,0.1448,0.1354,0.1232,0.1201,0.1227,0.1455,0.1538
LUX,HOU,NGS,0.2293,0.2158,0.1998,0.2115,0.2031,0.2214,0.2355,0.2676
MLT,HOU,NGS,3.825278125,3.268575,3.48546875,3.5334375,2.8910375,3.124365625,3.291653125,3.256465625
MEX,HOU,NGS,0.7721,0.7461,0.7645,0.7964,0.868,0.8075,0.7755,0.7474
MAR,HOU,NGS,4.92555,5.359275,5.0631125,5.636975,5.780225,6.0040625,6.446875,6.2288125
NLD,HOU,NGS,9.715,7.5468,8.0709,8.5738,6.3939,6.814,7.0998,6.8858
NGA,HOU,NGS,1.66666666666667e-05,0,0,0,0,0,0,0.000783333333333333
POL,HOU,NGS,3.5402,3.2421,3.3832,3.4227,3.1433,3.1549,3.478,3.6311
PRT,HOU,NGS,0.299,0.2576,0.2578,0.2447,0.2582,0.2627,0.2438,0.2507
ROU,HOU,NGS,2.2053,2.332,2.5433,2.4447,2.173,2.2436,2.287,2.4321
RUS,HOU,NGS,40.442,39.7031,32.2626,33.5187,39.5911,42.3367,47.3845,53.9634
SAU,HOU,NGS,4.92555,5.359275,5.0631125,5.636975,5.780225,6.0040625,6.446875,6.2288125
SVK,HOU,NGS,1.3322,1.1727,1.0839,1.145,1.0371,1.0511,1.0683,1.15
SVN,HOU,NGS,0.1137,0.1132,0.1172,0.1144,0.0886,0.1035,0.115,0.1191
ZAF,HOU,NGS,0,0,0,0,0,0,0,0.0047
ESP,HOU,NGS,4.2549,3.4122,3.5095,3.1933,3.0943,3.3181,3.3347,3.3236
SWE,HOU,NGS,0.0756,0.0695,0.0451,0.0334,0.0291,0.0274,0.0302,0.0361
TUN,HOU,NGS,0.166,0.1982,0.1844,0.2011,0.2071,0.2137,0.2115,0.2254
TUR,HOU,NGS,4.8487,7.2273,7.285,7.8538,7.6602,9.0567,9.5673,11.127
GBR,HOU,NGS,30.1943,23.7875,26.4082,26.4896,21.5141,23.125,23.6505,22.837
USA,HOU,NGS,111.0322,109.3569,96.5216,113.8764,118.732,107.8064,101.7697,103.2566
RAS,HOU,BMSWAS,79.7445804878049,80.5173439024391,80.3325707317073,82.136,82.7924926829268,83.3527829268293,83.7736926829268,84.4274170731707
RWO,HOU,BMSWAS,0.70584,0.66179,0.66375,0.89395,0.88043,0.9507,1.04421,1.02605
REU,HOU,BMSWAS,3.96748666666667,3.9221,4.01129333333333,3.83261333333333,3.88656666666667,3.84473333333333,4.24487333333333,4.47319333333333
REP,HOU,BMSWAS,0.99254,0.97549,0.99135,0.99585,0.96273,0.9842,1.03811,1.05115
RAF,HOU,BMSWAS,135.236394844253,140.561601396348,139.960697207304,144.407524274973,149.31615972073,151.169557894737,154.763758968851,160.101147475832
RLA,HOU,BMSWAS,23.420312,23.526316,24.027344,25.608304,23.015632,23.058952,23.5237,22.925964
ARG,HOU,BMSWAS,0.2466,0.2604,0.2251,0.2603,0.2657,0.2709,0.2513,0.2441
OCE,HOU,BMSWAS,5.36466341463415,5.26780731707317,5.22169512195122,5.2272,5.18614878048781,5.09588048780488,5.07104878048781,5.04721951219512
AUT,HOU,BMSWAS,1.8005,1.7134,1.8113,1.8568,1.6302,1.7357,1.7846,1.794
BEL,HOU,BMSWAS,0.6493,0.4731,0.5624,0.6505,0.4703,0.562,0.6259,0.5918
BRA,HOU,BMSWAS,7.8033,7.0362,6.97,6.1763,6.6403,6.8582,6.5285,6.9162
BGR,HOU,BMSWAS,0.7111,0.747,0.7599,0.7496,0.7308,0.7159,0.758,0.7542
CAN,HOU,BMSWAS,2.1428,2.3144,2.2279,2.4898,2.5655,2.5372,3.663,4.1552
CHA,HOU,BMSWAS,158.393466666667,147.0168,136.483733333333,124.506133333333,121.599466666667,117.477066666667,109.671466666667,108.596
HRV,HOU,BMSWAS,1.1869,1.158,1.1563,1.1499,1.0126,1.1611,1.1277,1.0909
CYP,HOU,BMSWAS,0.0097,0.0123,0.0142,0.0127,0.0102,0.0173,0.0183,0.0226
CZE,HOU,BMSWAS,1.5091,1.5545,1.6208,1.6868,1.7264,1.7531,1.7769,1.8109
DNK,HOU,BMSWAS,0.9508,0.8566,0.8259,0.8571,0.8355,0.9678,1.0215,0.9722
EGY,HOU,BMSWAS,1.4993,1.5212,1.5254,1.504,1.5157,1.5311,1.5429,1.574
EST,HOU,BMSWAS,0.4234,0.3646,0.3893,0.3737,0.3715,0.3615,0.3838,0.3994
FIN,HOU,BMSWAS,1.4219,1.2175,1.3296,1.2515,1.2673,1.1951,1.3004,1.2735
FRA,HOU,BMSWAS,7.2299,5.8751,6.8073,7.4736,6.0666,6.4128,6.8564,6.5906
DEU,HOU,BMSWAS,6.9571,6.273,7.4536,7.7335,6.2369,6.2608,5.8053,5.9781
GRC,HOU,BMSWAS,0.6056,0.7899,0.9541,0.8215,0.7922,0.8301,0.7277,0.7419
HUN,HOU,BMSWAS,1.5675,1.8191,1.9825,2.0365,1.6513,1.7648,1.7191,1.6236
NSI,HOU,BMSWAS,1.2085,1.0458,1.114,1.0361,0.8792,0.9466,0.98,0.9877
IND,HOU,BMSWAS,99.714,101.1085,100.9262,100.7386,100.5313,100.318,100.0941,99.8588
IDN,HOU,BMSWAS,38.5536,36.246,34.1272,32.23,30.4102,28.6388,27.0461,25.9069
IRN,HOU,BMSWAS,0.3098,0.2516,0.2517,0.2517,0.2517,0.2518,0.2518,0.2519
IRL,HOU,BMSWAS,0.0263,0.0223,0.0247,0.0269,0.025,0.0255,0.0265,0.0216
ISR,HOU,BMSWAS,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044
ITA,HOU,BMSWAS,7.163,4.6018,6.6375,6.6328,5.6756,6.3936,6.1734,6.7575
JPN,HOU,BMSWAS,0.176,0.1792,0.2279,0.1323,0.0318,0.0318,0.0318,0.0338
KOR,HOU,BMSWAS,2.54486341463415,2.51220731707317,2.46319512195122,2.4612,2.4364487804878,2.41068048780488,2.38574878048781,2.37541951219512
LVA,HOU,BMSWAS,0.598,0.6244,0.6646,0.5779,0.568,0.4584,0.4504,0.5054
LTU,HOU,BMSWAS,0.5738,0.5582,0.5605,0.5397,0.5083,0.4907,0.4839,0.4565
LUX,HOU,BMSWAS,0.0177,0.0138,0.0173,0.0191,0.0211,0.0224,0.0252,0.0227
MLT,HOU,BMSWAS,7e-04,7e-04,0.001,9e-04,0.0011,0.0011,0.0011,0.0014
MEX,HOU,BMSWAS,6.1936,6.1644,6.1323,6.1008,6.0696,6.0391,6.0084,5.9758
MAR,HOU,BMSWAS,0.7444,0.6864,0.6341,0.6021,0.5844,0.5828,0.5625,0.542
NLD,HOU,BMSWAS,0.4084,0.4159,0.4164,0.4169,0.4153,0.3999,0.3957,0.3925
NGA,HOU,BMSWAS,83.5289,86.0473,88.6789,90.8611,93.3012,95.0549,96.7423,98.4649
POL,HOU,BMSWAS,2.6929,2.7468,2.791,2.791,2.5187,2.589,2.6616,2.6208
PRT,HOU,BMSWAS,0.7119,0.7119,0.754,0.7713,0.7674,0.7635,0.7643,0.7646
ROU,HOU,BMSWAS,3.6628,3.1453,3.3022,3.1901,3.1786,3.0747,3.1173,3.1537
RUS,HOU,BMSWAS,0.9045,0.9017,1.1637,1.1144,0.8838,0.9992,0.9768,0.773
SAU,HOU,BMSWAS,0.006,0.0067,0.0067,0.0067,0.0067,0.0075,0.0075,0.0075
SVK,HOU,BMSWAS,0.0429,0.0444,0.037,0.0386,0.0358,0.0244,0.0325,0.0348
SVN,HOU,BMSWAS,0.5461,0.5511,0.5366,0.5541,0.4568,0.5173,0.5208,0.4912
ZAF,HOU,BMSWAS,4.3246,4.1107,3.8509,3.5768,3.3914,3.3391,3.25,3.344
ESP,HOU,BMSWAS,2.4636,2.4727,2.5116,2.5233,2.5412,2.5163,1.8174,1.823
SWE,HOU,BMSWAS,0.6838,1.183,1.2193,1.0038,0.9464,0.9579,0.9613,0.9433
TUN,HOU,BMSWAS,0.8516,0.854,0.8535,0.8531,0.8519,0.8515,0.8512,0.8472
TUR,HOU,BMSWAS,4.4351,3.5311,3.4528,3.2815,3.1151,2.8041,2.589,2.362
GBR,HOU,BMSWAS,0.3396,0.3016,0.3655,0.4281,0.4004,0.4672,0.5247,0.5432
USA,HOU,BMSWAS,12.9936,12.6537,10.6153,13.933,14.1801,10.5567,8.9377,7.8963
RAS,HOU,LPG,3.27124054054054,3.49560810810811,3.56720540540541,3.75335675675676,3.83664594594594,4.25907567567568,4.5820027027027,5.49201891891892
RWO,HOU,LPG,1.23218888888889,1.35467777777778,1.5579,1.71677777777778,2.082,2.38474444444444,2.8055,3.37953333333333
REU,HOU,LPG,0.46184,0.452466666666667,0.423126666666667,0.43798,0.391526666666667,0.350966666666667,0.449113333333333,0.36734
REP,HOU,LPG,7.92584444444444,8.09548888888889,8.5578,8.77568888888889,8.4176,7.44872222222222,7.6006,8.03136666666667
RAF,HOU,LPG,1.76334054054054,1.86087027027027,2.25978108108108,2.39024864864865,2.42362972972973,2.62253783783784,2.84101081081081,3.13734864864865
RLA,HOU,LPG,4.7974,4.8416,4.7872,4.993,5.1208,5.126,5.3903,5.3216
ARG,HOU,LPG,1.6511,1.3123,1.3981,1.4234,1.3596,1.3475,1.3662,1.2834
OCE,HOU,LPG,0.887502702702703,0.96784054054054,1.01922702702703,1.08018378378378,1.11622972972973,1.15577837837838,1.26261351351351,1.32089459459459
AUT,HOU,LPG,0.0363,0.026,0.0271,0.0307,0.0262,0.0265,0.0265,0.032
BEL,HOU,LPG,0.1417,0.1165,0.122,0.1329,0.1154,0.1187,0.1296,0.1339
BRA,HOU,LPG,6.2926,6.3592,6.3881,6.5213,6.5346,6.5412,6.5734,6.606
BGR,HOU,LPG,0.0209,0.0264,0.0242,0.0242,0.0231,0.0341,0.0275,0.0242
CAN,HOU,LPG,0.3581,0.3988,0.4485,0.3513,0.3242,0.3254,0.409,0.3886
CHA,HOU,LPG,36.9178,38.6004,39.2782,44.3242,52.1814,61.214,70.9614,77.4324
HRV,HOU,LPG,0.0806,0.0706,0.0638,0.0605,0.0526,0.0538,0.0549,0.0521
CYP,HOU,LPG,0.0384,0.0429,0.0418,0.0373,0.035,0.0384,0.0395,0.0367
CZE,HOU,LPG,0.0241,0.0314,0.0439,0.0387,0.045,0.045,0.045,0.045
DNK,HOU,LPG,0.0187,0.0187,0.0176,0.0165,0.0132,0.0179,0.0197,0.0211
EGY,HOU,LPG,4.9108,4.8555,4.7685,4.6713,4.6578,4.7911,4.7922,4.6216
EST,HOU,LPG,0.0043,0.0043,0.0033,0.0033,0.0043,0.0054,0.0076,0.0076
FIN,HOU,LPG,0.0055,0.0044,0.0033,0.0044,0.0044,0.0055,0.0044,0.0044
FRA,HOU,LPG,1.2734,1.0943,1.0844,1.0745,0.9229,0.9251,0.9229,0.9207
DEU,HOU,LPG,0.829,0.7894,0.7256,0.8609,0.7138,0.5873,0.7541,0.5658
GRC,HOU,LPG,0.0483,0.0428,0.0176,0.0604,0.0868,0.0791,0.0769,0.0812
HUN,HOU,LPG,0.1347,0.1044,0.0786,0.0842,0.073,0.073,0.0595,0.0749
NSI,HOU,LPG,0.0143,0.0143,0.0143,0.0099,0.0099,0.0033,0.0022,0.0065
IND,HOU,LPG,13.9733,15.0205,15.3278,16.2812,18.1204,19.4105,21.3186,22.9914
IDN,HOU,LPG,4.0263,4.6815,5.4497,6.0744,6.6008,6.9081,7.1962,7.7904
IRN,HOU,LPG,1.9442,1.8606,1.8369,1.9747,1.8482,1.9239,2.3227,2.3178
IRL,HOU,LPG,0.0373,0.0343,0.0331,0.04,0.036,0.0365,0.0483,0.0478
ISR,HOU,LPG,0.5773,0.6292,0.6507,0,0,0.131,0.1322,0.1522
ITA,HOU,LPG,1.3712,1.2448,1.2064,1.1921,1.08,1.0855,1.1185,1.1478
JPN,HOU,LPG,5.275,4.842,5.1212,5.1018,4.7896,4.6928,4.4455,4.7456
KOR,HOU,LPG,0.162167567567568,0.181713513513514,0.200375675675676,0.218394594594595,0.231943243243243,0.248159459459459,0.261737837837838,0.295164864864865
LVA,HOU,LPG,0.0239,0.0228,0.0239,0.0239,0.0272,0.0218,0.0239,0.0269
LTU,HOU,LPG,0.0399,0.0443,0.0466,0.0388,0.0355,0.0317,0.0339,0.0362
LUX,HOU,LPG,0.0023,8e-04,3e-04,4e-04,5e-04,5e-04,5e-04,4e-04
MLT,HOU,LPG,0.0143,0.0132,0.0143,0.0154,0.0143,0.0165,0.0143,0.0162
MEX,HOU,LPG,6.5579,6.4856,6.5602,6.0439,6.0473,5.9603,5.7694,5.7558
MAR,HOU,LPG,1.8821,1.9815,2.1238,2.1815,2.2888,2.3436,2.4555,2.521
NLD,HOU,LPG,0.0324,0.0259,0.0281,0.0302,0.0237,0.0237,0.0237,0.0232
NGA,HOU,LPG,0.0147,0.0192,0.0226,0.0249,0.0237,0.0249,0.0531,0.0634
POL,HOU,LPG,0.5933,0.5493,0.5493,0.5164,0.5109,0.5109,0.5164,0.5274
PRT,HOU,LPG,0.5548,0.4988,0.4658,0.4527,0.4098,0.379,0.3747,0.3808
ROU,HOU,LPG,0.2334,0.2288,0.1932,0.2046,0.2092,0.2391,0.2426,0.2721
RUS,HOU,LPG,3.2708,4.1762,4.7387,5.2858,6.1505,6.1505,6.7229,8.8226
SAU,HOU,LPG,1.2811,1.542,1.3376,1.1941,1.1184,1.2269,1.3048,1.2534
SVK,HOU,LPG,0.0132,0.0066,0.011,0.0088,0.0044,0.0044,0.0088,0.0088
SVN,HOU,LPG,0.0363,0.0385,0.0352,0.0297,0.0242,0.033,0.0319,0.0317
ZAF,HOU,LPG,0.3217,0.3641,0.3407,0.2614,0.239,0.2949,0.3239,0.2791
ESP,HOU,LPG,1.4257,1.2631,1.2325,1.1727,1.0958,1.0766,1.1105,1.0315
SWE,HOU,LPG,0.0048,0.0045,0.0044,0.0045,0.0065,0.004,0.0043,0.0043
TUN,HOU,LPG,0.4015,0.4037,0.4225,0.4612,0.4623,0.4955,0.4999,0.5383
TUR,HOU,LPG,1.3205,1.0651,0.7269,0.9424,0.9053,0.2724,0.2326,0.2293
GBR,HOU,LPG,0.4329,0.3142,0.3263,0.3296,0.234,0.2252,0.2362,0.2287
USA,HOU,LPG,7.1092,5.47,3.806,5.0226,3.6647,4.6984,4.5222,3.9875
RAS,HOU,ELC,111991.316590698,114750.755772093,122333.007893023,130982.459627907,138665.93984186,155504.463376744,165221.742548837,181841.264469767
RWO,HOU,ELC,34161,35844,37621,37605,41233,43385,42449,50101.187
REU,HOU,ELC,74383.2666666667,76449.1333333333,77128,80465.5333333333,77170.8,75803.5333333333,74574.0853333333,73771.3106666667
REP,HOU,ELC,172199.181818182,166791.909090909,171433,181042.454545455,179546.181818182,191262.454545455,194655.727272727,201621.958090909
RAF,HOU,ELC,50724.3264408163,53462.2836795918,59416.4577469388,63635.5146653061,68313.665877551,73230.4485346939,81244.3896959184,84843.8714755102
RLA,HOU,ELC,79953.085,82204.678,87205.934,89802.2149,93512.5936,97178.9312,101393.907,101069.079
ARG,HOU,ELC,34163,36142,37571,40096,43884,43361,44787,44777.832
OCE,HOU,ELC,76814.1424976744,78917.4374930233,78212.4268232558,77232.1279069767,75175.2870604651,76901.316344186,77037.0832372093,77457.9457674419
AUT,HOU,ELC,17657.493,17273.639,17541.315,17649.164,16815.552,17215.299,17838.837,17998.218
BEL,HOU,ELC,19925.1,19249.4,19709.5,19810.1,18940.5,18813,18829.9,18509.1
BRA,HOU,ELC,108457,111971,117646,124896,132049,131315,132895,134439.616
BGR,HOU,ELC,10559,10912,10838,10537,10590,10644,10733,11137.538
CAN,HOU,ELC,160653,166300,164970,171355,172661,170389,166158,167864
CHA,HOU,ELC,698786.666666667,765130.666666667,845506.666666667,947745.333333333,974112,1025645.33333333,1139996,1226631.84133333
HRV,HOU,ELC,6664,6541,6486,6237,6033,6202,6128,6265.7
CYP,HOU,ELC,1738,1723,1673,1437,1425,1515,1585,1664.474
CZE,HOU,ELC,15028,14200,14581,14716,14125,14382,14935,15211.27
DNK,HOU,ELC,10389,10111,9989,10307,10104,10176.653,10270.441,9836.572
EGY,HOU,ELC,51370,56664,59757,61962,64546,73361,64125,66809
