dummy,dummy,dummy,2015,2016,2017,2018
NLD,GT,ELC,0.1327,0.1396,0.1346,0.139
NGA,GT,ELC,0.02923,0.03138,0.02902,0.02637
POL,GT,ELC,0.2406,0.2544,0.2636,0.2753
PRT,GT,ELC,0.0258,0.0365,0.0411,0.0412
ROU,GT,ELC,0.0879,0.0851,0.0886,0.0858
RUS,GT,ELC,5.3021,5.3482,4.8261,5.1069
SAU,GT,ELC,0.0306,0.0297,0.0294714285714286,0.0315428571428571
SVK,GT,ELC,0.0496,0.0501,0.0482,0.0485
SVN,GT,ELC,0.0131,0.0143,0.0199,0.02
ZAF,GT,ELC,0.2889,0.3092,0.2844,0.2573
ESP,GT,ELC,0.3173,0.3106,0.3161,0.3156
SWE,GT,ELC,0.2232,0.2291,0.2129,0.2213
TUN,GT,ELC,0.0065,0.0063,0.0064,0.006
TUR,GT,ELC,0.0691,0.0759,0.0846,0.0961
GBR,GT,ELC,0.3885,0.4033,0.4157,0.4286
USA,GT,ELC,0.5871,0.5865,0.6142,0.6052
RAS,GT,GDO,1.7589,1.7952,2.13887142857143,2.20518571428571
RWO,GT,GDO,0.957425,1.1237875,1.206725,1.234225
REU,GT,GDO,0.350746666666667,0.315486666666667,0.345866666666667,0.35306
REP,GT,GDO,0.707995,0.71066869047619,0.777678333333333,0.860282142857143
RAF,GT,GDO,1.41892,1.55222285714286,1.285675,1.33625714285714
RLA,GT,GDO,1.21374,1.22269333333333,1.26767333333333,1.3095
ARG,GT,GDO,0.05362,0.0534633333333333,0.0556033333333333,0.05745
OCE,GT,GDO,1.201525,1.2355,1.29413214285714,1.32515357142857
AUT,GT,GDO,0.0302,0.0303,0.033,0.0316
BEL,GT,GDO,0.0217,0.0217,0.0217,0.0217
BRA,GT,GDO,0.9029,0.8858,0.9521,1.043
BGR,GT,GDO,0.0162,0.0131,0.0135,0.0111
CAN,GT,GDO,2.0757,1.9068,2.1825,2.2293
CHA,GT,GDO,12.9008,12.64,12.3464,12.3388
HRV,GT,GDO,0.0184,0.0184,0.018,0.015
CYP,GT,GDO,0.063015625,0.0608125,0.059828125,0.0580375
CZE,GT,GDO,0.0862,0.079,0.0821,0.082
DNK,GT,GDO,0.0801,0.0818,0.0787,0.0723
EGY,GT,GDO,0.0399,0.0400714285714286,0.0417,0.0428285714285714
EST,GT,GDO,0.0192,0.0152,0.0158,0.0148
FIN,GT,GDO,0.0227,0.0216,0.0216,0.0236
FRA,GT,GDO,0.1597,0.1285,0.1336,0.1171
DEU,GT,GDO,0.319,0.3329,0.2728,0.2358
GRC,GT,GDO,0.0407,0.0407,0.0397,0.0376
HUN,GT,GDO,0.0421,0.041,0.043,0.043
NSI,GT,GDO,0.0223,0.0223,0.0235,0.0233
IND,GT,GDO,2.8192,2.7417,2.7264,2.809
IDN,GT,GDO,0.039975,0.0408,0.0486107142857143,0.0501178571428571
IRN,GT,GDO,0.0399,0.0400714285714286,0.0417,0.0428285714285714
IRL,GT,GDO,0.0358,0.0365,0.0376,0.038
ISR,GT,GDO,0,0,0,0
ITA,GT,GDO,0.0224,0.0153,0.0336,0.0448
JPN,GT,GDO,0.1699,0.1618,0.162,0.1598
KOR,GT,GDO,0.039975,0.0408,0.0486107142857143,0.0501178571428571
LVA,GT,GDO,0.066,0.0558,0.0524,0.0534
LTU,GT,GDO,0.0512,0.0502,0.0541,0.0611
LUX,GT,GDO,0.0029,0.003,0.0028,0.0033
MLT,GT,GDO,0.063015625,0.0608125,0.059828125,0.0580375
MEX,GT,GDO,0.6716,0.6716,0.6716,0.6349
MAR,GT,GDO,0.1987,0.2051,0.2133,0.2195
NLD,GT,GDO,0.0289,0.0289,0.0268,0.0227
NGA,GT,GDO,0.0734,0.0558,0.0549,0.0559
POL,GT,GDO,0.0842,0.0842,0.0863,0.1039
PRT,GT,GDO,0.0103,0.0092,0.0101,0.0098
ROU,GT,GDO,0.1125,0.1095,0.1154,0.0938
RUS,GT,GDO,1.5324,1.5059,1.8997,2.598
SAU,GT,GDO,0.0399,0.0400714285714286,0.0417,0.0428285714285714
SVK,GT,GDO,0,0,0,0
SVN,GT,GDO,0.0122,0.0102,0.0092,0.0083
ZAF,GT,GDO,0.1107,0.0994,0.1214,0.1212
ESP,GT,GDO,0.0883,0.0801,0.0791,0.0811
SWE,GT,GDO,0.0147,0.0142,0.0134,0.0143
TUN,GT,GDO,0.0185,0.0175,0.0176,0.0158
TUR,GT,GDO,0.1376,0.1087,0.1222,0.1288
GBR,GT,GDO,0.6309,0.6247,0.6202,0.6171
USA,GT,GDO,11.7053,11.5446,11.3142,13.7872
RAS,GN,GDO,3.44074285714286,2.95666071428572,3.25525,3.77043571428572
RWO,GN,GDO,0.44745,0.3326,0.261666666666667,0.2291
REU,GN,GDO,0.221842857142857,0.238885714285714,0.2286,0.252357142857143
REP,GN,GDO,1.53172696969697,1.5462903030303,1.57507333333333,1.61605696969697
RAF,GN,GDO,1.52714,1.47851333333333,1.96710333333333,2.03598
RLA,GN,GDO,1.30543939393939,1.30030606060606,1.2392,1.55413939393939
ARG,GN,GDO,0.2866,0.2774,0.2392,0.2601
OCE,GN,GDO,0.694542857142857,0.633410714285714,0.66925,0.760335714285714
AUT,GN,GDO,0.0193,0.0201,0.0212,0.022
BEL,GN,GDO,0.1373,0.1397,0.1444,0.1391
BRA,GN,GDO,0.3434,0.3272,0.3168,0.3133
BGR,GN,GDO,0,0,0,0
CAN,GN,GDO,0.6634,0.6736,0.6644,0.6746
CHA,GN,GDO,21.5649333333333,22.2576,22.9929333333333,23.1525333333333
HRV,GN,GDO,0.0418,0.0428,0.0452,0.0481
CYP,GN,GDO,0,0,7e-04,7e-04
CZE,GN,GDO,0.0031,0.0041,0.0041,0.0031
DNK,GN,GDO,0.1338,0.1169,0.1126,0.1167
EGY,GN,GDO,0.14882,0.15304,0.15856,0.16304
EST,GN,GDO,0.0061,0.0051,0.0066,0.0065
FIN,GN,GDO,0.0855,0.0793,0.0832,0.0831
FRA,GN,GDO,0.133,0.1479,0.1419,0.147
DEU,GN,GDO,0.319,0.269,0.2441,0.2553
GRC,GN,GDO,0.2228,0.2493,0.2565,0.2746
HUN,GN,GDO,0.006,0.0051,0.0051,0.0051
NSI,GN,GDO,0.8715,0.8295,0.8424,0.8402
IND,GN,GDO,0.3816,0.3134,0.6552,0.7946
IDN,GN,GDO,2.5359,2.178,2.3675,2.9876
IRN,GN,GDO,0.14882,0.15304,0.15856,0.16304
IRL,GN,GDO,0.0715,0.0859,0.0759,0.0839
ISR,GN,GDO,0.14882,0.15304,0.15856,0.16304
ITA,GN,GDO,0.5413,0.5026,0.4803,0.2863
JPN,GN,GDO,0.9595,0.9921,0.9952,0.9833
KOR,GN,GDO,0.132814285714286,0.114103571428571,0.12495,0.150178571428571
LVA,GN,GDO,0.003,0.0041,0.0045,0.0054
LTU,GN,GDO,0.0051,0.0041,0.0055,0.0048
LUX,GN,GDO,3e-04,3e-04,3e-04,3e-04
MLT,GN,GDO,0.0123,0.0113,0.013,0.0124
MEX,GN,GDO,0.7621,0.8527,0.6481,0.5647
MAR,GN,GDO,0.687,0.7091,0.7376,0.7591
NLD,GN,GDO,0.3391,0.3141,0.3038,0.3039
NGA,GN,GDO,0.0476,0.0558,0.058,0.0661
POL,GN,GDO,0.0021,0.0021,0.0047,0.002
PRT,GN,GDO,0.0472,0.038,0.0365,0.0382
ROU,GN,GDO,0.0436,0.0405,0.0404,0.0404
RUS,GN,GDO,0.4772,0.346,0.2702,0.2349
SAU,GN,GDO,0.14882,0.15304,0.15856,0.16304
SVK,GN,GDO,0,0,0,0
SVN,GN,GDO,0.104424242424242,0.104833333333333,0.104693939393939,0.0994272727272727
ZAF,GN,GDO,0.001,0.001,0.2649,0.2645
ESP,GN,GDO,0.3399,0.4026,0.4663,0.4991
SWE,GN,GDO,0.0843,0.0884,0.0866,0.0492
TUN,GN,GDO,0.14882,0.15304,0.15856,0.16304
TUR,GN,GDO,0.1019,0.2692,0.2744,0.3626
GBR,GN,GDO,0.8486,0.8862,0.8715,0.8539
USA,GN,GDO,3.1044,3.1013,2.9959,3.4799
RAS,GN,HCL,0,0,0,0
RWO,GN,HCL,0,0,0.0042,0
REU,GN,HCL,0,0,0.0018,0
REP,GN,HCL,0,0,6e-04,0
RAF,GN,HCL,0,0,0,0
RLA,GN,HCL,0,0,0,0
ARG,GN,HCL,0,0,0,0
OCE,GN,HCL,0,0,0,0
AUT,GN,HCL,0,0,0,0
BEL,GN,HCL,0,0,0,0
BRA,GN,HCL,0,0,0,0
BGR,GN,HCL,0,0,0,0
CAN,GN,HCL,0,0,0,0
CHA,GN,HCL,0,0,0,0
HRV,GN,HCL,0,0,0,0
CYP,GN,HCL,0,0,0,0
CZE,GN,HCL,0,0,0,0
DNK,GN,HCL,0,0,0,0
EGY,GN,HCL,0,0,0,0
EST,GN,HCL,0,0,0,0
FIN,GN,HCL,0,0,0,0
FRA,GN,HCL,0,0,0,0
DEU,GN,HCL,0,0,0,0
GRC,GN,HCL,0,0,0,0
HUN,GN,HCL,0,0,0,0
NSI,GN,HCL,0,0,0,0
IND,GN,HCL,0,0,2.90322580645161e-05,0
IDN,GN,HCL,0,0,0,0
IRN,GN,HCL,0,0,0,0
IRL,GN,HCL,0,0,0,0
ISR,GN,HCL,0,0,0,0
ITA,GN,HCL,0,0,0,0
JPN,GN,HCL,0,0,0,0
KOR,GN,HCL,0,0,0,0
LVA,GN,HCL,0,0,0,0
LTU,GN,HCL,0,0,0,0
LUX,GN,HCL,0,0,0,0
MLT,GN,HCL,0,0,0,0
MEX,GN,HCL,0,0,0,0
MAR,GN,HCL,0,0,0,0
NLD,GN,HCL,0,0,0,0
NGA,GN,HCL,0,0,0,0
POL,GN,HCL,0,0,0,0
PRT,GN,HCL,0,0,0,0
ROU,GN,HCL,0,0,0,0
RUS,GN,HCL,0,0,6e-04,0
SAU,GN,HCL,0,0,0,0
SVK,GN,HCL,0,0,0,0
SVN,GN,HCL,0,0,0,0
ZAF,GN,HCL,0,0,0,0
ESP,GN,HCL,0,0,0,0
SWE,GN,HCL,0,0,0,0
TUN,GN,HCL,0,0,0,0
TUR,GN,HCL,0,0,0,0
GBR,GN,HCL,0,0,0,0
USA,GN,HCL,0,0,0,0
