dummy,dummy,2015,2016,2017,2018,2019,2020,2021
RUS,KM_VEH_TRUCK,  16978.400,  16978.400,  17689.600,  17757.200,  17401.000,  19470.400,  19295.600
RWA,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
RWA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
RWA,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
SAU,KM_VEH,  12056.000,  12056.000,  12056.000,  12056.000,  12056.000,  12056.000,  12056.000
SAU,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SAU,KM_VEH_TRUCK,  85568.000,  85568.000,  85568.000,  85568.000,  85568.000,  85568.000,  85568.000
SDN,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
SDN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SDN,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
SEN,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
SEN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SEN,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
SGP,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
SGP,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SGP,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
SGS,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
SGS,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SGS,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
SHN,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
SHN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SHN,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
SJM,KM_VEH,  23159.200,  23159.200,  25369.200,  23340.200,  23508.400,  24268.200,  25916.000
SJM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SJM,KM_VEH_TRUCK,  48928.800,  48928.800,  51114.600,  53983.000,  53166.600,  50912.200,  54989.400
SLB,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
SLB,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SLB,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
SLE,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
SLE,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SLE,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
SLV,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
SLV,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SLV,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
SMR,KM_VEH,  23159.200,  23159.200,  25369.200,  23340.200,  23508.400,  24268.200,  25916.000
SMR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SMR,KM_VEH_TRUCK,  48928.800,  48928.800,  51114.600,  53983.000,  53166.600,  50912.200,  54989.400
SOM,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
SOM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SOM,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
SPM,KM_VEH,  39530.000,  39530.000,  40976.500,  42515.500,  42975.000,  42898.500,  43821.500
SPM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SPM,KM_VEH_TRUCK, 106251.500, 106251.500, 107056.000, 107510.500, 106567.500,  99016.500,  99626.000
SRB,KM_VEH,  23159.200,  23159.200,  25369.200,  23340.200,  23508.400,  24268.200,  25916.000
SRB,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SRB,KM_VEH_TRUCK,  48928.800,  48928.800,  51114.600,  53983.000,  53166.600,  50912.200,  54989.400
SSD,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
SSD,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SSD,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
STP,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
STP,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
STP,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
SUR,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
SUR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SUR,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
SVK,KM_VEH,   4017.000,   4017.000,   4317.000,   3997.000,   4167.000,   3974.000,   3634.000
SVK,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SVK,KM_VEH_TRUCK, 119303.050, 119303.050, 120383.600, 121014.000, 121706.800, 103539.550, 110689.850
SVN,KM_VEH,   2301.000,   2301.000,   2415.000,   2511.000,   2594.000,   2300.000,   2681.000
SVN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SVN,KM_VEH_TRUCK,  11308.000,  11308.000,  11606.000,  11798.000,  12076.000,   9352.000,  10859.000
SWE,KM_VEH,  13571.000,  13571.000,  13923.000,  14253.000,  14189.000,  14058.000,  14685.000
SWE,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SWE,KM_VEH_TRUCK,  67392.000,  67392.000,  68305.000,  68639.000,  67816.000,  62162.000,  63913.000
SWZ,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
SWZ,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SWZ,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
SXM,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
SXM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SXM,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
SYC,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
SYC,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SYC,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
SYR,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
SYR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
SYR,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
TCA,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
TCA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TCA,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
TCD,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
TCD,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TCD,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
TGO,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
TGO,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TGO,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
THA,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
THA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
THA,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
TJK,KM_VEH,  10376.857,  10376.857,   7278.857,   6693.571,   7227.286,   8220.714,   7941.571
TJK,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TJK,KM_VEH_TRUCK,  16978.400,  16978.400,  17689.600,  17757.200,  17401.000,  19470.400,  19295.600
TKL,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
TKL,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TKL,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
TKM,KM_VEH,  10376.857,  10376.857,   7278.857,   6693.571,   7227.286,   8220.714,   7941.571
TKM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TKM,KM_VEH_TRUCK,  16978.400,  16978.400,  17689.600,  17757.200,  17401.000,  19470.400,  19295.600
TLS,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
TLS,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TLS,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
TON,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
TON,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TON,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
TTO,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
TTO,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TTO,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
TUN,KM_VEH,   2302.000,   2302.000,   2302.000,   2302.000,   2302.000,   2302.000,   2302.000
TUN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TUN,KM_VEH_TRUCK,   5367.000,   5367.000,   5367.000,   5367.000,   5367.000,   5367.000,   5367.000
TUR,KM_VEH,  99176.000,  99176.000, 110001.000,  99538.000, 100334.000, 104288.000, 111961.000
TUR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TUR,KM_VEH_TRUCK, 148456.000, 148456.000, 157754.000, 170801.000, 166605.000, 163402.000, 178832.000
TUV,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
TUV,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TUV,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
TWN,KM_VEH,  17511.000,  17511.000,  17605.000,  17752.000,  18080.000,  17699.000,  18099.000
TWN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TWN,KM_VEH_TRUCK,  87930.000,  87930.000,  89356.000,  88357.000,  89164.000,  86905.000,  87195.000
TZA,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
TZA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
TZA,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
UGA,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
UGA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
UGA,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
UKR,KM_VEH,   5719.000,   5719.000,   6031.000,   6418.000,   6538.000,   6935.000,   6935.000
UKR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
UKR,KM_VEH_TRUCK,  16978.400,  16978.400,  17689.600,  17757.200,  17401.000,  19470.400,  19295.600
UMI,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
UMI,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
UMI,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
URY,KM_VEH,   1442.000,   1442.000,   1508.000,   1479.000,    565.000,    499.000,    499.000
URY,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
URY,KM_VEH_TRUCK,   4237.000,   4237.000,   4451.000,   4403.000,   4499.000,   4089.000,   4089.000
USA,KM_VEH,1522193.000,1522193.000,1535584.000,1560028.000,1560733.000,1568000.000,1633443.000
USA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
USA,KM_VEH_TRUCK,3527294.000,3527294.000,3574023.000,3592993.000,3627959.000,3052193.000,3361236.000
UZB,KM_VEH,  10376.857,  10376.857,   7278.857,   6693.571,   7227.286,   8220.714,   7941.571
UZB,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
UZB,KM_VEH_TRUCK,  16978.400,  16978.400,  17689.600,  17757.200,  17401.000,  19470.400,  19295.600
VAT,KM_VEH,  23159.200,  23159.200,  25369.200,  23340.200,  23508.400,  24268.200,  25916.000
VAT,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
VAT,KM_VEH_TRUCK,  48928.800,  48928.800,  51114.600,  53983.000,  53166.600,  50912.200,  54989.400
VCT,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
VCT,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
VCT,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
VEN,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
VEN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
VEN,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
VGB,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
VGB,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
VGB,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
VIR,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
VIR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
VIR,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
VNM,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
VNM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
VNM,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
VUT,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
VUT,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
VUT,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
WLF,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
WLF,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
WLF,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
WSM,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
WSM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
WSM,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
YEM,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
YEM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
YEM,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
ZAF,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
ZAF,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
ZAF,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
ZMB,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
ZMB,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
ZMB,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
ZWE,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
ZWE,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
ZWE,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
