* description: Enerdata; Consumption
* unit: 1
* origin: calcOutput(type = "Consumption", aggregate = FALSE, file = "agriculture.csv", subtype = "agriculture") (madrat 3.3.6 | mrprom 0.1.0)
* creation date: Thu Aug  3 13:08:00 2023
dummy,dummy,Total_energy_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_final_energy_consumption_of_residential_tertiary_agriculture_with_climatic_corrections.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heating_oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Kerosene_final_consumption_of_residential_tertiary_agriculture.Mtoe,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture.Mtoe,Gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Natural_gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Electricity_final_consumption_of_residential_tertiary_agriculture.Mtoe,Coal_and_lignite_final_consumption_of_residential_tertiary_agriculture.Mtoe,Coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Bituminous_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Sub-situminous_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Lignite_final_consumption_of_residential_tertiary_agriculture.Mtoe,Peat_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heat_final_consumption_of_residential_tertiary_agriculture.Mtoe,Biomass_final_consumption_of_residential_tertiary_agriculture.Mtoe,Fire_wood_final_consumption_of_residential_tertiary_agriculture.Mtoe,Industrial_waste_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_energy_final_consumption_of_agriculture.Mtoe,Oil_final_consumption_of_agriculture.Mtoe,Diesel_heating_oil_final_consumption_of_agriculture.Mtoe,Gas_final_consumption_of_agriculture.Mtoe,Natural_gas_final_consumption_of_agriculture.Mtoe,Electricity_final_consumption_of_agriculture.Mtoe,Coal_and_lignite_final_consumption_of_agriculture.Mtoe,Biomass_final_consumption_of_agriculture.Mtoe,Industrial_waste_final_consumption_of_agriculture.Mtoe,Total_energy_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Diesel_heating_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Natural_gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Coal_and_lignite_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Heat_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Biomass_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Industrial_waste_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture.Mt,Oil_products_final_consumption_of_residential_services_agriculture.Mt,Oil_products_final_consumption_of_agriculture.Mt,Oil_products_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,Motor_gasoline_consumption_of_agriculture.Mt,Heating_oil_final_consumption_of_residential_tertiary_agriculture.Mt,Diesel_heating_oil_final_consumption_of_agriculture.Mt,Diesel_heating_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture.Mt,Heavy_fuel_oil_final_consumption_of_agriculture.Mt,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_agriculture.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture_-_unspecified.Mt,Kerosene_final_consumption_of_residential_tertiary_agriculture.Mt,Kerosene_final_consumption_of_agriculture.Mt,Lignite_final_consumption_of_residential_tertiary_agriculture.Mt,Natural_gas_final_consumption_of_residential_tertiary_agriculture.mcm,Natural_gas_final_consumption_of_agriculture.mcm,Natural_gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.mcm,Peat_final_consumption_of_residential_tertiary_agriculture.Mt,Heat_final_consumption_of_residential_tertiary_agriculture.PJ,Heat_final_consumption_of_residential_tertiary_agriculture_-_unspecified.PJ,Share_of_agriculture_sector_in_oil_products_consumption.%,Share_of_agriculture_in_gas_consumption.%,Share_of_agriculture_in_electricity_consumption.%,Share_of_agriculture_in_coal_consumption.%,Share_of_agriculture_in_final_consumption.%,Share_of_coal_and_lignite_in_agriculture_consumption.%,Share_of_oil_in_agriculture_consumption.%,Share_of_gas_in_agriculture_consumption.%,Share_of_electricity_in_agriculture_consumption.%,Share_of_biomass_in_agriculture_consumption.%,Electricity_final_consumption_of_residential_tertiary_agriculture.GWh,Electricity_final_consumption_of_agriculture.GWh,Manufactured_gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Municipal_waste_final_consumption_of_residential_tertiary_agriculture.Mtoe,Biogas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heat_final_consumption_of_agriculture.Mtoe,Municipal_waste_final_consumption_of_agriculture.Mtoe,Biogas_final_consumption_of_agriculture.Mtoe,Electricity_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Municipal_waste_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Biogas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Manufactured_gas_final_consumption_of_residential_tertiary_agriculture.mcm,Share_of_heat_in_agriculture_consumption.%,Manufactured_gas_consumption_of_agriculture.mcm,Oil_products_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe
y2001,KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2001,KOR,NA,NA,NA,NA,NA,NA,NA,8.3953,NA,10.8344,NA,NA,NA,NA,NA,NA,NA,0.2808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0047,0
y2001,KWT,1.6394,1.6648,0.1267,0,0,0.0262,0.1005,0,0,1.5127,0,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0.114,0.114,NA,NA,0,0,NA,NA,0,NA,NA,0.089,NA,NA,0.025,NA,0,0,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,17589.427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1267,0
y2001,LAO,1.2061,NA,0.0024,0,0,0,0.0024,0,0,0.0495,0,0,NA,NA,0,0,0,1.1543,1.0818,NA,0.0035,0,0,NA,NA,0.0035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.002,0,NA,0,0,0,NA,0,NA,NA,0.002,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,NA,5.7746,NA,0.2239,NA,0,NA,100,NA,575,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024,0
y2001,LBN,1.0528,1.1019,0.2871,0.1086,0,0,0.1785,0,0,0.6324,0,0,NA,NA,0,0,0.0042,0.1292,0.1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0169,0,NA,NA,NA,NA,NA,0.0169,NA,0.2586,0.2586,NA,0,0,0.1006,NA,NA,0,NA,0,0.158,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2871,0
y2001,LBR,0.835,NA,0.0035,0,0,0.0035,0,0,0,0.0089,0,0,NA,NA,0,0,0,0.8226,0.7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0034,0.0034,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0.0034,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.6629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035,0
y2001,LBY,1.7728,NA,0.8942,0,0,0.318,0.5761,0,0,0.6706,0,0,NA,NA,0,0,0,0.208,0.1418,NA,0.0937,0,0,NA,NA,0.0937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.814,0.814,0,NA,0,0,0,NA,0,NA,NA,0.51,NA,NA,0.304,NA,0,0,NA,NA,0,0,NA,0,NA,10.4446,NA,0.9616,NA,0,NA,100,NA,7798,1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8942,0
y2001,LCA,0.0862,NA,0.0054,0,0,0,0.0054,0,0,0.0198,0,0,NA,NA,0,0,0,0.061,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0049,0.0049,NA,NA,0,0,NA,NA,0,NA,NA,0.0049,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0054,0
y2001,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2001,LKA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.231,NA,NA,NA,NA,NA,NA,NA,3.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4273,0
y2001,LSO,0.3353,NA,0.0197,0.0043,0,0.0154,0,0,0,0.006,0,0,NA,NA,0,0,0,0.3097,0.2507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0097,0.0043,0.0043,NA,NA,NA,NA,NA,NA,0.0192,0.0192,NA,0.0042,0,0.0042,NA,0.0042,0,NA,NA,0,NA,NA,0.015,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.219,NA,NA,NA,NA,NA,NA,NA,0.0054,NA,NA,NA,NA,NA,0.0197,0
y2001,LTU,1.9758,1.9808,0.1202,0.0337,0.0067,0,0.0777,0.1693,0.1693,0.3449,0.0595,0,0,0.0531,7e-04,0.0028,0.6949,0.5871,0.5871,NA,0.0881,0.0336,0.0296,0.0279,0.0279,0.0169,5e-04,0.0091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,0.112,0.033,NA,0.002,0.033,0.029,NA,0.007,0.002,NA,0.07,0,NA,0,NA,0.1,208.0028,34.2577,NA,0.01,29.094,NA,1.3183,1.2991,2.6909,0.6514,1.9105,0.6157,38.1925,31.6534,19.2342,10.3043,4010,197,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0.1202,0
y2001,LUX,0.9007,0.8804,0.3449,0.3292,0,0.0014,0.0143,0.2809,0.2809,0.2414,0.0012,0,0,0,0,0,0.0149,0.0174,0.0164,0,0.0201,0.0163,0.0163,0,0,0.0033,0,5e-04,0,0.0088,0.0088,0,0,0,0,0,0,0,0.3388,0.3388,0.0161,0.008,0,0.3245,0.0161,0,0,0,0,0.013,0,0.008,0.0013,0,0,317.0379,0.0187,0,0,0.6223,0,0.7724,0.0022,0.6637,NA,0.5958,NA,81.0607,0.0823,16.5596,2.2974,2807.101,38.779,0,0,0.001,0,0,5e-04,0,0,0,0,NA,0,0.3449,0
y2001,LVA,2.0758,2.0658,0.1706,0.1218,0.0175,0,0.0294,0.1337,0.1337,0.2464,0.069,0.0687,0.0687,NA,0,0,0.6262,0.83,0.83,NA,0.135,0.0942,0.0893,0.0145,0.0145,0.0128,0.002,0.0115,NA,8e-04,0,0,NA,NA,NA,8e-04,NA,NA,0.167,0.167,0.093,0,0,0.12,0.088,0,0.018,0.005,NA,0.027,0,NA,0,0,0,166.0084,17.9945,NA,0,26.218,0.033,7.1349,1.1505,3.2511,1.6576,3.7469,1.5102,69.7275,10.7295,9.4895,8.5434,2865,149,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0.1706,0.0687
y2001,MAC,0.1813,NA,0.0586,0.0162,0.0048,0.0107,0.027,0,0,0.1199,0,0,NA,NA,0,0,0,0.0028,0.0021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0162,0.0162,0.0162,NA,NA,NA,NA,NA,NA,0.0558,0.0558,NA,0.0159,0,0.0159,NA,0.0159,0.005,NA,NA,0.0245,NA,NA,0.0104,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0586,0
y2001,MAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2001,MAR,3.5058,NA,1.727,0.3992,0,0.1077,1.2201,0,0,0.6404,0,0,NA,NA,0,0,0,1.1383,1.1273,NA,0.5619,0.439,0.3837,NA,NA,0.1229,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1.569,1.569,0.42,0,0,0.386,0.371,0,0,NA,NA,1.08,0.049,NA,0.103,NA,0,0,NA,NA,0,0,NA,6.3717,NA,9.903,NA,6.3626,NA,78.1303,NA,21.8697,NA,7447,1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.727,0
y2001,MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2001,MDA,0.8866,NA,0.1773,0.1404,0.0029,0,0.0341,0.2539,0.2539,0.2417,0.0448,0.0448,0.0448,NA,0,0,0.1085,0.0603,0.0603,NA,0.0817,0.0621,0.0621,0.0111,0.0111,0.0085,0,0,NA,0.0116,0.0094,0.0041,0,0,0.0022,NA,NA,NA,0.172,0.172,0.061,0.009,0,0.138,0.061,0.004,0.003,0,0.001,0.031,0,0.004,0,0,0,297.9717,12.9904,0,0,4.543,NA,13.1668,0.4947,1.3934,0,4.7443,0,76.0147,13.5581,10.4272,0,2811,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1773,0.0448
y2001,MDG,2.7639,NA,0.0435,0,0,0.0413,0.0022,0,0,0.0401,0,0,NA,NA,0,0,0,2.6803,2.3574,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.042,0.042,NA,0,0,0,NA,0,0,NA,0,0.002,NA,NA,0.04,NA,0,0,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,466,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0435,0
y2001,MDV,0.0248,NA,0.0178,0.017,0,8e-04,0,0,0,0.0071,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175,0.0175,NA,NA,0,0.0167,NA,NA,0,NA,NA,0,NA,NA,7e-04,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0178,0
y2001,MEX,23.9036,23.8884,11.2909,1.9851,0,0.0377,9.2681,0.6841,0.6841,5.4994,0,0,0,0,0,0,0.0497,6.3795,6.3795,0,2.7834,2.1416,1.9078,0,0,0.6418,0,0,0,0,0,0,0,0,0,0,0,0,10.191,10.191,2.082,0,0,1.951,1.875,0,0,0,0,8.204,0.206,0,0.036,0.001,0,754.0512,0,0,0,0,0,2.4184,NA,4.9325,NA,2.9471,NA,76.9412,NA,23.0588,NA,63947,7463,0,0,0,0,0,0,0,0,0,0,NA,0,11.2909,0
y2001,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2001,MKD,0.6165,NA,0.0975,0.0584,0.0244,0,0.0136,0,0,0.299,0.004,0,0,NA,0.004,0,0.0745,0.1415,0.1415,NA,0.0571,0.0337,0.0082,NA,NA,0.0025,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,0.095,0.034,NA,0.001,0.057,0.008,NA,0.025,0.025,NA,0.012,0,NA,0,0,0.024,0,NA,NA,0,2.227,NA,4.3921,NA,0.556,0,4.0452,0,58.9911,NA,4.3676,0,3477,29,NA,NA,NA,0.0209,NA,NA,NA,NA,NA,NA,36.6414,NA,NA,NA
y2001,MLI,1.198,NA,0.0045,0,0,0,0.0045,0,0,0.0275,0,0,NA,NA,0,0,0,1.166,1.0928,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.004,0.004,0,0,0,0,0,NA,0,NA,NA,0.004,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0045,0
y2001,MLT,0.1248,0.1283,0.0314,0,0,0.0105,0.0176,0,0,0.0934,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0.0033,0.0033,NA,NA,NA,NA,NA,NA,NA,0.029,0.029,0,0.003,0,0,0,NA,0,0,NA,0.016,0,NA,0.01,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1086,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0314,0
y2001,MMR,9.2731,NA,0.1869,0.1613,0.0115,0.001,0.0102,9e-04,9e-04,0.1556,0.019,0,NA,0,0.019,0,0,8.9106,8.8106,NA,0.1536,0.1536,0.1469,NA,NA,NA,NA,NA,NA,0.0466,0.0267,0.0145,9e-04,9e-04,0.019,NA,NA,NA,0.181,0.181,0.149,0.026,0,0.156,0.142,0.014,0.012,0.007,0.005,0.009,NA,0.004,0.001,NA,0.067,1.0444,NA,1.0444,0,0,NA,9.4642,NA,NA,NA,1.3534,NA,100,NA,NA,NA,1809,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1869,0
y2001,MNE,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
y2001,MNG,0.756,NA,0.0145,0.0145,0,0,0,0,0,0.064,0.2264,0,0,NA,0.2264,0,0.3553,0.0958,0.0775,NA,0.0249,0.0145,0.0145,NA,NA,0.0015,0.0014,0.0076,NA,0.1101,NA,NA,NA,NA,0.1101,0,NA,NA,0.014,0.014,0.014,NA,0,0.014,0.014,NA,0,NA,NA,0,NA,NA,0,NA,0.658,0,NA,NA,0,14.877,0,3.2984,NA,0.8727,0.076,1.5776,5.5181,58.0636,NA,5.863,30.5553,744,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0145,0
y2001,MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2001,MOZ,5.1741,NA,0.0661,0.0134,0,0.0439,0.0087,2e-04,2e-04,0.0515,0,0,NA,NA,0,0,0,5.0563,4.8419,NA,0.0052,0.0052,0.0041,NA,NA,0,NA,NA,NA,1e-04,0,0,1e-04,1e-04,NA,NA,NA,NA,0.063,0.063,0.005,0,0,0.013,0.004,0,0,NA,0,0.008,NA,NA,0.042,0.001,0,0.1698,NA,0.1321,0,0,NA,1.1591,NA,0,NA,0.0873,NA,100,NA,0,NA,599,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0661,0
y2001,MRT,0.1274,NA,0.0187,0,0,2e-04,0.0185,0,0,0.0088,0,0,NA,NA,0,0,0,0.0999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.017,NA,NA,0,0,NA,NA,0,NA,NA,0.0168,NA,NA,2e-04,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0187,0
y2001,MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2001,MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2001,MUS,0.1514,NA,0.0589,0.0021,0,0.0094,0.0474,0,0,0.0864,0,0,NA,NA,0,0,0,0.006,0.006,NA,0.0044,0.0021,0.0021,NA,NA,0.0023,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.053,0.053,0.002,0,0,0.002,0.002,NA,0,NA,NA,0.042,NA,0,0.009,NA,0,0,NA,NA,0,0,NA,0.3472,NA,1.5526,NA,0.6596,NA,47.1119,NA,52.8881,NA,1005,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0589,0
y2001,MWI,0.4593,NA,0.0353,0.0279,0,0.0073,0,0,0,0.0411,0,0,NA,NA,0,0,0,0.383,0.1,NA,0.0207,0.0097,0.0097,NA,NA,0.011,NA,NA,NA,0.0182,0.0182,0.0182,NA,NA,NA,NA,NA,NA,0.0346,0.0346,0.0096,0.0179,0,0.0275,0.0096,0.0179,0,NA,NA,0,NA,NA,0.0071,NA,0,0,NA,NA,0,0,NA,5.0858,NA,14.6038,NA,2.7113,NA,46.8984,NA,53.1016,NA,477.5778,127.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0353,0
y2001,MYS,4.4611,4.4709,1.4721,0.0964,0.3502,0.0753,0.9481,0.0147,0.0147,2.6611,0,0,NA,NA,0,0,0,0.3132,0.0441,NA,0.0985,0.0985,0.0964,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1.394,1.394,0.097,NA,0.002,0.095,0.095,NA,0.353,0,NA,0.871,0,NA,0.073,0,0,17.3762,NA,0,0,0,NA,0.4632,NA,0,NA,0.3199,NA,100,NA,0,NA,30943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4721,0
y2001,MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2001,NAM,0.5786,NA,0.2769,0.2344,0.015,0.0073,0.0136,0,0,0.1195,0,0,NA,NA,0,0,0,0.1822,0.1462,NA,0.188,0.188,0.1725,NA,NA,NA,NA,NA,NA,0.197,0.0776,0.0618,NA,NA,NA,NA,NA,NA,0.257,0.257,0.174,0.072,0,0.216,0.159,0.057,0.015,0.011,0,0.012,0.004,0.008,0.007,NA,0,0,NA,NA,0,0,NA,22.987,NA,NA,NA,16.0623,NA,100,NA,NA,NA,1389,NA,NA,NA,NA,NA,NA,NA,0.1195,NA,NA,NA,NA,NA,0.2769,0
y2001,NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2001,NER,1.2736,NA,0.0085,0,0,0.0073,0.0011,0,0,0.0191,5e-04,0,NA,NA,0,0,0,1.2455,1.2242,NA,4e-04,NA,NA,NA,NA,4e-04,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0.008,0.008,NA,NA,0,0,NA,NA,0,NA,NA,0.001,NA,NA,0.007,NA,0,0,NA,NA,0,0,NA,NA,NA,1.5152,NA,0.0302,NA,NA,NA,100,NA,222,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0085,0
y2001,NFK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
