* description: Enerdata; Consumption
* unit: 1
* origin: calcOutput(type = "Consumption", aggregate = FALSE, file = "agriculture.csv", subtype = "agriculture") (madrat 3.3.6 | mrprom 0.1.0)
* creation date: Thu Aug  3 13:08:00 2023
dummy,dummy,Total_energy_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_final_energy_consumption_of_residential_tertiary_agriculture_with_climatic_corrections.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heating_oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Kerosene_final_consumption_of_residential_tertiary_agriculture.Mtoe,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture.Mtoe,Gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Natural_gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Electricity_final_consumption_of_residential_tertiary_agriculture.Mtoe,Coal_and_lignite_final_consumption_of_residential_tertiary_agriculture.Mtoe,Coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Bituminous_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Sub-situminous_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Lignite_final_consumption_of_residential_tertiary_agriculture.Mtoe,Peat_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heat_final_consumption_of_residential_tertiary_agriculture.Mtoe,Biomass_final_consumption_of_residential_tertiary_agriculture.Mtoe,Fire_wood_final_consumption_of_residential_tertiary_agriculture.Mtoe,Industrial_waste_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_energy_final_consumption_of_agriculture.Mtoe,Oil_final_consumption_of_agriculture.Mtoe,Diesel_heating_oil_final_consumption_of_agriculture.Mtoe,Gas_final_consumption_of_agriculture.Mtoe,Natural_gas_final_consumption_of_agriculture.Mtoe,Electricity_final_consumption_of_agriculture.Mtoe,Coal_and_lignite_final_consumption_of_agriculture.Mtoe,Biomass_final_consumption_of_agriculture.Mtoe,Industrial_waste_final_consumption_of_agriculture.Mtoe,Total_energy_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Diesel_heating_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Natural_gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Coal_and_lignite_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Heat_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Biomass_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Industrial_waste_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture.Mt,Oil_products_final_consumption_of_residential_services_agriculture.Mt,Oil_products_final_consumption_of_agriculture.Mt,Oil_products_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,Motor_gasoline_consumption_of_agriculture.Mt,Heating_oil_final_consumption_of_residential_tertiary_agriculture.Mt,Diesel_heating_oil_final_consumption_of_agriculture.Mt,Diesel_heating_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture.Mt,Heavy_fuel_oil_final_consumption_of_agriculture.Mt,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_agriculture.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture_-_unspecified.Mt,Kerosene_final_consumption_of_residential_tertiary_agriculture.Mt,Kerosene_final_consumption_of_agriculture.Mt,Lignite_final_consumption_of_residential_tertiary_agriculture.Mt,Natural_gas_final_consumption_of_residential_tertiary_agriculture.mcm,Natural_gas_final_consumption_of_agriculture.mcm,Natural_gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.mcm,Peat_final_consumption_of_residential_tertiary_agriculture.Mt,Heat_final_consumption_of_residential_tertiary_agriculture.PJ,Heat_final_consumption_of_residential_tertiary_agriculture_-_unspecified.PJ,Share_of_agriculture_sector_in_oil_products_consumption.%,Share_of_agriculture_in_gas_consumption.%,Share_of_agriculture_in_electricity_consumption.%,Share_of_agriculture_in_coal_consumption.%,Share_of_agriculture_in_final_consumption.%,Share_of_coal_and_lignite_in_agriculture_consumption.%,Share_of_oil_in_agriculture_consumption.%,Share_of_gas_in_agriculture_consumption.%,Share_of_electricity_in_agriculture_consumption.%,Share_of_biomass_in_agriculture_consumption.%,Electricity_final_consumption_of_residential_tertiary_agriculture.GWh,Electricity_final_consumption_of_agriculture.GWh,Manufactured_gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Municipal_waste_final_consumption_of_residential_tertiary_agriculture.Mtoe,Biogas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heat_final_consumption_of_agriculture.Mtoe,Municipal_waste_final_consumption_of_agriculture.Mtoe,Biogas_final_consumption_of_agriculture.Mtoe,Electricity_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Municipal_waste_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Biogas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Manufactured_gas_final_consumption_of_residential_tertiary_agriculture.mcm,Share_of_heat_in_agriculture_consumption.%,Manufactured_gas_consumption_of_agriculture.mcm,Oil_products_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe
y1990,BGR,4.5157,4.5795,1.4851,1.158,0.2584,0.0051,0.0636,0.0183,0.0183,1.3257,0.718,0.0828,0.0828,0,0.116,0,0.7961,0.1725,0.1725,NA,0.5982,0.476,0.476,1e-04,1e-04,0.0855,0.0366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.486,1.486,0.476,NA,0,1.158,0.476,NA,0.272,0,NA,0.051,0,NA,0.005,NA,0.727,22.648,0.1066,NA,0,33.332,NA,4.8641,0.0016,2.6963,0.4465,3.4331,6.1206,79.5744,0.0144,14.2906,0,15415,994,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,1.4851,0.0828
y1990,BHR,0.2737,NA,0.0446,0,0,0.0209,0.0237,0,0,0.2291,0,0,NA,NA,0,0,0,0,0,NA,0.0022,NA,NA,NA,NA,0.0022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,0.041,NA,NA,0,0,NA,NA,0,NA,NA,0.021,NA,NA,0.02,NA,0,0,NA,NA,0,0,NA,NA,NA,0.3317,NA,0.1028,NA,NA,NA,100,NA,2664,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0446,0
y1990,BHS,0.13,NA,0.0543,0,0,0.0411,0.0132,0,0,0.0757,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.052,NA,NA,0,0,NA,NA,0,NA,NA,0.012,NA,NA,0.04,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0543,0
y1990,BIH,NA,NA,NA,NA,NA,NA,NA,0.0317,NA,0.3509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0358,0
y1990,BLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1990,BLR,10.4013,NA,2.607,1.144,1.0137,0.0247,0.3384,1.2173,1.2173,1.2189,1.5854,0.875,0.875,NA,0,0.0046,3.5441,0.2287,0.2287,NA,1.69,1.1469,1.0192,0.0863,0.0863,0.4187,0.0327,0.0053,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2.602,2.602,1.129,0,0.082,1.127,1.004,NA,1.061,0.036,0,0.308,0,NA,0.024,0.007,0,1502.122,106.5517,NA,0.019,148.382,NA,3.9047,0.6902,11.728,1.3735,4.9346,1.9322,67.8659,5.1095,24.7772,0.3152,14173,4869,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,2.607,0.875
y1990,BLZ,0.0565,NA,0.0185,0.0053,0,0.0092,0.004,0,0,0.0087,0,0,NA,NA,0,0,0,0.0293,0.0293,NA,0.0053,0.0053,0.0053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0178,0.0178,0.0052,NA,0,0.0052,0.0052,NA,0,NA,NA,0.0036,NA,NA,0.009,NA,0,0,NA,NA,0,0,NA,5.519,NA,NA,NA,2.831,NA,100,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0185,0
y1990,BMU,0.0546,NA,0.0178,0,0,0.0134,0.0044,0,0,0.0369,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.017,NA,NA,0,0,NA,NA,0,NA,NA,0.004,NA,NA,0.013,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,NA,NA,NA,NA,NA,NA,NA,0.0028,NA,NA,NA,NA,NA,0.0178,0
y1990,BOL,0.9007,NA,0.2346,0.0186,0,0.0251,0.1909,0,0,0.0924,0,0,NA,NA,0,0,0,0.5737,0.5635,NA,0.0186,0.0186,0.0186,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.211,0.211,0.018,0,0,0.018,0.018,0,0,NA,NA,0.169,0,NA,0.024,NA,0,0,NA,NA,0,0,NA,1.3702,NA,0,NA,0.8581,NA,100,NA,0,NA,1074,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2346,0
y1990,BRA,29.0506,NA,9.5243,3.3675,0.5155,0.1307,5.5075,0.1995,0.1995,8.3667,0,0,NA,NA,0,0,0,10.9602,10.2528,NA,6.0283,3.2734,3.2463,0,0,0.5733,NA,2.1817,NA,0.3108,0.3108,NA,NA,NA,NA,NA,NA,NA,8.878,8.878,3.189,0.3,0,3.279,3.161,NA,0.537,0.027,0.154,4.935,0.001,0.146,0.124,0,0,235.3774,0,NA,0,0,NA,5.5615,0,3.089,NA,5.2719,NA,54.3,0,9.5097,36.1904,97287,6666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5243,0
y1990,BRB,0.0549,NA,0.0171,0.0031,0.001,0.0021,0.011,0.005,0.005,0.0328,0,0,NA,NA,0,0,0,0,0,NA,0.002,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,0.016,0.002,NA,0,0.003,0.002,NA,0.001,NA,NA,0.01,NA,NA,0.002,NA,0,6.1579,NA,NA,0,0,NA,0.6786,NA,NA,NA,0.8645,NA,100,NA,NA,NA,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0171,0
y1990,BRN,0.0853,NA,0.0165,0.0031,0,0.0021,0.0113,0,0,0.0666,0,0,NA,NA,0,0,0,0.0022,0.0022,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.015,0.015,0,0,0,0.003,0,0,0,NA,NA,0.01,NA,NA,0.002,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165,0
y1990,BTN,0.9011,NA,0.0106,0.001,0,0.0051,0.0044,0,0,0.0032,0,0,NA,NA,0,0,0,0.8874,0.8838,NA,0.001,0.001,0.001,NA,NA,NA,NA,NA,NA,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0.001,NA,0,0.001,0.001,NA,0,NA,NA,0.004,NA,NA,0.005,NA,0,0,NA,NA,0,0,NA,3.1988,NA,NA,NA,0.1078,NA,100,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,0.0011,NA,NA,NA,NA,NA,0.0106,0
y1990,BVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1990,BWA,0.4538,NA,0.0415,0.0186,0,0.0105,0.0124,0,0,0.0168,0.0034,0.0034,0.0034,NA,0,0,5e-04,0.3917,0.3762,NA,0.0104,0.0103,0.0103,NA,NA,0,0,0,NA,0,0,0,NA,NA,0,NA,NA,NA,0.039,0.039,0.01,0,0,0.018,0.01,0,0,NA,NA,0.011,0,NA,0.01,NA,0,0,NA,NA,0,0,NA,3.1065,NA,0,0,1.2037,0,99.7696,NA,0,0.2304,195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0415,0.0034
y1990,CAF,0.7398,NA,0.0246,0.0051,0,0.0195,0,0,0,0.0042,0,0,NA,NA,0,0,0,0.711,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,0.024,NA,NA,0,0.005,NA,NA,0,NA,NA,0,NA,NA,0.019,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
y1990,CAN,56.4171,55.9453,10.7417,8.9906,0.2948,0.5502,0.906,20.1788,20.1788,21.2272,0.0513,0.0275,0.0275,0.0208,0.0031,0,0.0049,4.2132,4.2132,0,3.247,2.0062,1.861,0.4981,0.4981,0.7428,0,0,0,0,0,0,0,0,0,0,0,0,10.471,10.471,1.961,0,0,8.836,1.829,0,0.307,0.013,0,0.802,0.098,0,0.526,0.021,0.059,24846.9168,613.3123,0,0,0.204,0,2.5506,0.9111,1.9571,NA,2.0228,NA,61.7846,15.3397,22.8757,0,246828,8637,0,0,0,0,0,0,0,0,0,0,NA,0,10.7417,0.0275
y1990,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1990,CHE,9.0367,9.1176,4.7895,4.6724,0,0.0092,0.0879,0.9564,0.9526,2.302,0.0109,0.0027,0.0027,0,0.0062,0,0.2726,0.7053,0.6796,0,0.1391,0.02,0,0.0423,0.0423,0.0758,0,0.001,0,0.1044,0.1032,0.0153,0.0013,0,0,0,0,0,4.7,4.7,0.019,0.095,0.019,4.592,0,0.015,0,0,0,0.08,0,0.08,0.009,0,0.013,1164.191,51.7547,0,0,11.308,0,0.1723,2.5955,1.8915,NA,0.763,NA,14.3537,30.4422,54.4658,0.7383,26767,881,0.0039,0,0.0257,0,0,0.001,0,0,0,4.7368,0,0,4.7895,0.0027
y1990,CHL,3.7269,NA,0.9523,0.1572,0.0807,0.1349,0.5795,0.1998,0.1504,0.4408,0.0572,0.0572,0.0572,NA,0,0,0,2.0769,1.8937,NA,0.126,0.0756,0.0093,0,0,0.0078,0.0392,0.0034,NA,0,0,0,0,0,0,NA,0,NA,0.878,0.878,0.078,0,0,0.152,0.009,0,0.084,0.069,0,0.513,0,NA,0.129,0,0,179.0262,0,0,0,0,NA,1.1692,0,0.5755,1.5587,1.1197,31.1225,59.974,0,6.2116,2.692,5125,91,0.0494,NA,0,NA,NA,0,NA,NA,0,60.4474,NA,NA,0.9523,0.0572
y1990,CHN,350.6775,NA,22.3396,15.7223,0.621,2.3041,2.0544,2.1403,1.7574,8.912,114.3189,112.6454,112.639,NA,0,0,2.5181,200.4485,200.4485,NA,29.1384,14.8298,13.2661,0.1004,0.1004,3.6705,10.5377,NA,NA,13.4401,0.135,NA,0.1935,NA,12.8201,0.2915,NA,NA,21.578,21.443,14.525,NA,1.459,15.414,13.006,NA,0.621,0.029,NA,1.712,0,NA,2.237,0.031,0,2099.992,120.0069,NA,0,104.078,12.204,12.9935,0.7601,8.4172,2.1169,4.1667,36.1642,50.8945,0.3447,12.5967,NA,103628,42680,0.3829,NA,0,0,NA,NA,NA,NA,NA,468.7632,0,NA,22.3396,112.6454
y1990,CIV,2.2791,NA,0.1764,0.0693,0,0.0879,0.0192,0,0,0.112,0,0,NA,NA,0,0,0,1.9908,1.5958,NA,0.0509,0.0445,0.0445,NA,NA,0.0065,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0.168,0.168,0.043,NA,0,0.067,0.043,NA,0,NA,NA,0.017,NA,NA,0.084,NA,0,0,NA,0,0,0,NA,4.3137,NA,4.1528,NA,1.7507,NA,87.3332,NA,12.6668,NA,1302,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1764,0
y1990,CMR,3.9156,NA,0.2312,0,0,0.2029,0.0282,0,0,0.0848,0,0,NA,NA,0,0,0,3.5996,3.5422,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0.219,0.219,NA,0,0,0,NA,NA,0,NA,NA,0.025,NA,0,0.194,NA,0,0,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,986,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.2312,0
y1990,COD,7.7502,NA,0.085,0,0.048,0.0314,0.0056,0,0,0.0849,0.054,0,NA,NA,0,0,0,7.5263,7.374,NA,0.0013,NA,NA,NA,NA,0.0013,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.085,0.085,NA,0,0,0,NA,0,0.05,NA,NA,0.005,NA,NA,0.03,NA,0,0,NA,NA,0,0,NA,NA,NA,0.3484,NA,0.0121,NA,NA,NA,100,0,987,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,0
y1990,COG,0.4028,NA,0.0254,0,0,0.0209,0.0045,0,0,0.0121,0,0,NA,NA,0,0,0,0.3653,0.3086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,0.024,NA,NA,0,0,NA,NA,0,NA,NA,0.004,NA,NA,0.02,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0254,0
y1990,COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1990,COL,7.6096,NA,1.3045,0.593,0.0651,0.1801,0.454,0.1071,0.1071,1.6261,0.1229,0.1229,0.1229,NA,0,0,0,4.449,4.3776,NA,1.3456,0.281,0.2718,0,0,0.0583,NA,1.0063,NA,0.1808,0.1808,0.1256,0,0,0,NA,NA,NA,1.241,1.235,0.271,0.178,0.006,0.576,0.264,0.122,0.066,0.001,0.056,0.412,NA,0,0.175,0,0,144.019,0,0,0,0,NA,2.819,0,2.5236,NA,7.0587,NA,20.8853,0,4.3332,74.7816,18908,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3045,0.1229
y1990,COM,0.0719,NA,0.001,0,0,0.001,0,0,0,9e-04,0,0,NA,NA,0,0,0,0.07,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,0.001,0.001,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0.001,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6414,NA,NA,NA,NA,NA,NA,NA,9e-04,NA,NA,NA,NA,NA,0.001,0
y1990,CPV,0.0407,NA,0.0138,0,0,0.0082,0.0056,0,0,0.0019,0,0,NA,NA,0,0,0,0.025,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0131,0.0131,NA,NA,0,0,NA,NA,0,NA,NA,0.0051,NA,NA,0.008,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0138,0
y1990,CRI,0.4392,NA,0.0507,0.0165,0.0086,0.0063,0.0192,0,0,0.2174,0,0,NA,NA,0,0,0,0.1712,0.1682,NA,0.021,0.0092,0.0072,NA,NA,0.0119,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.048,0.048,0.009,0,0,0.016,0.007,0,0.009,0.002,0,0.017,NA,NA,0.006,0,0,0,NA,NA,0,0,NA,0.9997,NA,4.1793,NA,1.4334,NA,43.5604,NA,56.4396,NA,2528,138,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0507,0
y1990,CUB,2.4456,NA,1.7409,0.9066,0.063,0.642,0.1293,0.0557,0.0557,0.532,0,0,0,NA,0,0,0,0.117,0.0672,NA,0.4588,0.4146,0.4023,NA,NA,0.0254,NA,0.0189,NA,0.5912,0.5782,0.5044,0.013,0.013,0,NA,0,NA,1.721,1.721,0.415,0.579,0,0.906,0.402,0.504,0.067,0.012,0.055,0.117,NA,0.02,0.631,0.001,0,72.8552,NA,16.9893,0,0,NA,3.7449,NA,2.4688,NA,3.2897,NA,90.3582,NA,5.5293,4.1125,6186,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7409,0
y1990,CUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1990,CXR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1990,CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1990,CYP,0.1974,0.1885,0.0679,0,0,0.0126,0.0554,0,0,0.1253,0,0,NA,NA,0,0,0,0.0042,0.0035,NA,0.0046,0,0,NA,NA,0.0046,NA,0,NA,7e-04,0,0,NA,NA,0,NA,7e-04,NA,0.061,0.061,0,0,0,0,0,0,0,NA,NA,0.049,0,0,0.012,NA,0,0,NA,NA,0,0,NA,0,NA,2.9736,NA,0.4733,NA,0,NA,100,0,1457,54,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0679,0
y1990,CZE,12.5145,12.6864,1.2631,0.5713,0.6009,0.0041,0.0869,2.1491,1.8266,1.5556,4.7931,0.7222,0.7222,0,3.2367,0,1.7191,1.0345,1.0314,4e-04,1.3714,0.5206,0.5206,0.1833,0.1775,0.25,0.4176,0,0,0.6009,0.6009,0,0,0,0,0,0,0,1.266,1.266,0.513,0.62,0,0.563,0.513,0,0.62,0,0.62,0.079,0,0,0.004,0,10.739,2289.5287,222.4277,0,0,71.972,0,5.968,3.486,5.4811,1.41,4.0086,30.4497,37.9579,13.363,18.2295,0,18088,2907,0.3225,0.0027,0,0,0,0,0,0,0,394.8158,NA,7.1053,NA,NA
y1990,DEU,97.2081,99.0622,31.0142,29.8348,0.2697,0.0031,0.9067,21.3498,19.7615,19.3442,16.5667,0.5908,0.5908,0,1.7109,0,6.7531,2.1802,2.1802,0,2.8688,2.2131,2.2131,0.1604,0.1566,0.4323,0.063,0,0,0.1211,0,0,0.0178,0,0.1034,0,0,0,30.235,30.235,2.161,0,0,29.132,2.161,0,0.279,0,0,0.821,0,0,0.003,0,8.375,25733.0518,203.864,0,0,282.265,0,1.7916,0.2994,1.0449,0.0485,1.1631,2.196,77.1447,5.592,15.0673,0,224932,5026.1816,1.5883,0,0,0,0,0,0,0,0,1944.4211,0,4.7368,31.0142,0.5908
y1990,DJI,0.0745,NA,0.0123,0,0,0.0123,0,0,0,0.015,0,0,NA,NA,0,0,0,0.0472,0.0472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.012,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0.012,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0123,0
y1990,DMA,0.0034,NA,0.0012,0,0,1e-04,0.0011,0,0,0.0022,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011,0.0011,NA,NA,0,0,NA,NA,0,NA,NA,0.001,NA,NA,1e-04,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012,0
y1990,DNK,6.6802,7.0596,2.1902,1.9306,0.0704,0.1101,0.033,0.6204,0.5871,1.6991,0.0761,0.0727,0.0727,0,0,0,1.6445,0.4499,0.4233,0,0.9507,0.6119,0.5344,0.0531,0.0531,0.1457,0.057,0.0831,0,0.0102,0,0,0.0102,0.0102,0,0,0,0,2.161,2.161,0.608,0,0.006,1.893,0.524,0,0.073,0.037,0,0.03,0.012,0,0.106,0.002,0,664.9301,60.0942,11.5126,0,68.755,0,8.0191,2.9202,5.8685,0.9365,7.2132,5.9914,64.3646,5.5817,15.3241,8.7381,19757,1694,0.0333,0.0218,0.0048,0,0,0,0,0,0,40.7368,NA,0,2.1902,0.0727
